po_id_raw,po_line_raw,po_date_raw,supplier_id_raw,sku_id_raw,warehouse_id_raw,ordered_qty_raw,unit_cost_foreign_raw,currency_code_raw,expected_delivery_date_raw,supplier_promised_ship_date_raw,status_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
PO-00000014,1,2025-01-16 15:00:00,SUP-001,SKU-0121,WH-MUM-03,365,41.30,SGD,2025-01-25 15:00:00,2025-01-23 15:00:00,CLOSED,SAP_ARIBA,2025-01-16 15:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000015,1,2025-01-16 10:00:00,SUP-001,SKU-0135,WH-LKO-01,337,59.47,EUR,2025-01-28 10:00:00,2025-01-26 10:00:00,CLOSED,SAP_ARIBA,2025-01-16 10:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000016,1,2025-01-17 08:00:00,SUP-002,SKU-0059,WH-DEL-02,378,96.54,AED,2025-02-06 08:00:00,2025-01-28 08:00:00,CLOSED,SAP_ARIBA,2025-01-17 08:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000017,1,2025-01-17 10:00:00,SUP-001,SKU-0066,WH-BLR-04,226,49.92,USD,2025-02-01 10:00:00,2025-01-28 10:00:00,CLOSED,SAP_ARIBA,2025-01-17 12:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000018,1,2025-01-18 10:00:00,SUP-005,SKU-0086,WH-DEL-02,317,94.85,AED,2025-02-04 10:00:00,2025-01-31 10:00:00,CLOSED,SAP_ARIBA,2025-01-18 10:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000019,1,2025-01-19 09:00:00,SUP-001,SKU-0082,WH-MUM-03,304,35.47,AED,2025-02-04 09:00:00,2025-02-01 09:00:00,CLOSED,SAP_ARIBA,2025-01-19 11:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000020,1,2025-01-19 12:00:00,SUP-006,SKU-0148,WH-MUM-03,383,135.46,USD,2025-02-14 12:00:00,2025-02-02 12:00:00,CLOSED,SAP_ARIBA,2025-01-23 12:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000021,1,2025-01-20 11:00:00,SUP-003,SKU-0035,WH-DEL-02,239,135.69,AED,2025-02-04 11:00:00,2025-02-01 11:00:00,CLOSED,SAP_ARIBA,2025-01-20 13:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000022,1,2025-01-20 08:00:00,SUP-002,SKU-0145,WH-BLR-04,363,61.86,USD,2025-02-05 08:00:00,2025-02-02 08:00:00,CLOSED,SAP_ARIBA,2025-01-20 10:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000023,1,2025-01-27 10:00:00,SUP-002,SKU-0031,WH-MUM-03,448,140.35,EUR,2025-02-14 10:00:00,2025-02-10 10:00:00,CLOSED,SAP_ARIBA,2025-01-27 11:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000024,1,2025-01-28 14:00:00,SUP-007,SKU-0093,WH-BLR-04,370,74.28,SGD,2025-02-14 14:00:00,2025-02-10 14:00:00,CANCELLED,SAP_ARIBA,2025-01-28 14:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000025,1,2025-01-29 11:00:00,SUP-008,SKU-0057,WH-LKO-01,260,83.89,EUR,2025-02-15 11:00:00,2025-02-05 11:00:00,CLOSED,SAP_ARIBA,2025-01-29 11:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000026,1,2025-01-29 16:00:00,SUP-001,SKU-0066,WH-DEL-02,450,49.92,USD,2025-02-21 16:00:00,2025-02-12 16:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-01-29 18:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000027,1,2025-01-29 09:00:00,SUP-007,SKU-0093,WH-BLR-04,396,74.28,SGD,2025-02-20 09:00:00,2025-02-11 09:00:00,CLOSED,SAP_ARIBA,2025-01-29 09:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000028,1,2025-01-29 10:00:00,SUP-001,SKU-0119,WH-DEL-02,358,80.31,EUR,2025-02-11 10:00:00,2025-02-08 10:00:00,CLOSED,SAP_ARIBA,2025-01-29 11:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000029,1,2025-01-29 08:00:00,SUP-001,SKU-0119,WH-MUM-03,395,80.31,EUR,2025-02-23 08:00:00,2025-02-12 08:00:00,CLOSED,SAP_ARIBA,2025-01-29 10:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_PURCHASE_ORDERS
PO-00000030,1,2025-02-03 12:00:00,SUP-001,SKU-0082,WH-MUM-03,409, 35.47 AED ,AED,2025-02-18 12:00:00,2025-02-16 12:00:00,CLOSED,SAP_ARIBA,2025-02-03 14:11:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000031,1,2025-02-03 14:00:00,SUP-007,SKU-0093,WH-MUM-03,389,74.28,SGD,2025-02-22 14:00:00,2025-02-16 14:00:00,CLOSED,SAP_ARIBA,2025-02-03 15:19:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000032,1,2025-02-04 15:00:00,SUP-008,SKU-0084,WH-LKO-01,364,21.58,USD,2025-02-22 15:00:00,2025-02-18 15:00:00,CLOSED,SAP_ARIBA,2025-02-04 17:21:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000033,1,2025-02-06 08:00:00,SUP-003,SKU-0052,WH-DEL-02,402,35.99,AED,2025-02-18 08:00:00,2025-02-13 08:00:00,CLOSED,SAP_ARIBA,2025-02-06 08:08:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000034,1,2025-02-10 16:00:00,SUP-001,SKU-0066,WH-MUM-03,425,49.92,USD,2025-02-25 16:00:00,2025-02-22 16:00:00,CLOSED,SAP_ARIBA,2025-02-10 18:43:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000035,1,2025-02-10 12:00:00,SUP-001,SKU-0082,WH-BLR-04,423,"35,47",AED,2025-02-26 12:00:00,2025-02-17 12:00:00,CLOSED,SAP_ARIBA,2025-02-10 13:09:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000036,1,2025-02-11 12:00:00,SUP-001,SKU-0119,WH-DEL-02,317,80.31,EUR,2025-02-26 12:00:00,2025-02-21 12:00:00,CLOSED,SAP_ARIBA,2025-02-11 14:51:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000037,1,2025-02-12 14:00:00,SUP-004,SKU-0141,WH-LKO-01,269,130.17,USD,2025-03-03 14:00:00,2025-02-25 14:00:00,CLOSED,SAP_ARIBA,2025-02-12 16:15:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000038,1,2025-02-14 16:00:00,SUP-001,SKU-0066,WH-LKO-01,201,49.92,USD,2025-02-28 16:00:00,2025-02-22 16:00:00,CLOSED,SAP_ARIBA,2025-02-14 16:15:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000039,1,2025-02-15 14:00:00,SUP-001,SKU-0066,WH-BLR-04,258,49.92,USD,2025-03-03 14:00:00,02-26-2025,CLOSED,SAP_ARIBA,2025-02-15 16:05:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000040,1,2025-02-17 11:00:00,SUP-005,SKU-0069,WH-MUM-03,313,125.54,EUR,2025-03-03 11:00:00,2025-02-26 11:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-02-17 13:20:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000041,1,2025-02-18 08:00:00,SUP-008,SKU-0057,WH-LKO-01,285,83.89,EUR,2025-03-05 08:00:00,2025-02-25 08:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-02-18 10:58:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000042,1,2025-02-19 14:00:00,SUP-003,SKU-0035,WH-LKO-01,387,135.69,AED,2025-03-04 14:00:00,2025-03-02 14:00:00,CLOSED,SAP_ARIBA,2025-02-19 15:39:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000043,1,2025-02-23 13:00:00,SUP-003,SKU-0052,WH-DEL-02,377,35.99,AED,2025-03-08 13:00:00,2025-03-02 13:00:00,CLOSED,SAP_ARIBA,2025-02-23 13:31:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000044,1,2025-02-23 13:00:00,SUP-008,SKU-0057,WH-DEL-02,454,N/A,EUR,2025-03-08 13:00:00,2025-03-06 13:00:00,CLOSED,SAP_ARIBA,2025-02-23 13:37:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000045,1,2025-02-23 16:00:00,SUP-008,SKU-0084,WH-LKO-01,472,21.58,USD,2025-03-19 16:00:00,2025-03-09 16:00:00,CLOSED,SAP_ARIBA,2025-02-23 18:50:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000046,1,2025-02-27 11:00:00,SUP-001,SKU-0066,WH-LKO-01,276,49.92,USD,09/03/2025,2025-03-07 11:00:00,CLOSED,SAP_ARIBA,2025-02-27 11:22:00,2026-08-05 02:59:59,BATCH_202502_RAW_PURCHASE_ORDERS
PO-00000047,1,02/03/2025,SUP-001,SKU-0082,WH-BLR-04,379,35.47,AED,2025-03-12 12:00:00,2025-03-09 12:00:00,CLOSED,SAP_ARIBA,2025-03-02 12:06:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000048,1,2025-03-02 12:00:00,SUP-004,SKU-0132,WH-LKO-01,319,87.06,SGD,2025-03-23 12:00:00,2025-03-10 12:00:00,CLOSED,SAP_ARIBA,2025-03-04 13:22:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000049,1,2025-03-04 08:00:00,SUP-004,SKU-0141,WH-LKO-01,296,130.17,USD,2025-03-28 08:00:00,2025-03-17 08:00:00,CLOSED,SAP_ARIBA,2025-03-04 10:07:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000050,1,2025-03-06 11:00:00,SUP-007,SKU-0060,WH-BLR-04,344,38.68,SGD,2025-03-21 11:00:00,2025-03-15 11:00:00,CLOSED,SAP_ARIBA,2025-03-06 11:11:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000051,1,2025-03-07 16:00:00,SUP-007,SKU-0093,WH-DEL-02,236,74.28,SGD,2025-03-18 16:00:00,2025-03-15 16:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-03-07 17:14:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000052,1,2025-03-08 11:00:00,SUP-008,SKU-0057,WH-DEL-02,367,83.89,EUR,2025-03-22 11:00:00,2025-03-19 11:00:00,CLOSED,SAP_ARIBA,2025-03-08 12:29:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000053,1,2025-03-10 09:00:00,SUP-001,SKU-0066,WH-LKO-01,268,49.92,USD,2025-03-28 09:00:00,2025-03-18 09:00:00,CLOSED,SAP_ARIBA,2025-03-10 11:44:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000054,1,2025-03-12 15:00:00,SUP-008,SKU-0011,WH-DEL-02,441,108.30,AED,2025-04-01 15:00:00,2025-03-25 15:00:00,CLOSED,SAP_ARIBA,2025-03-12 16:25:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000055,1,2025-03-15 08:00:00,SUP-001,SKU-0066,WH-MUM-03,283,49.92,USD,2025-03-31 08:00:00,2025-03-27 08:00:00,CLOSED,SAP_ARIBA,2025-03-15 10:00:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000056,1,2025-03-17 15:00:00,SUP-003,SKU-0037,WH-LKO-01,212,15.39,SGD,2025-04-06 15:00:00,2025-03-28 15:00:00,CLOSED,SAP_ARIBA,2025-03-17 16:30:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000057,1,2025-03-19 13:00:00,SUP-001,SKU-0032,WH-MUM-03,494,72.77,USD,2025-03-30 13:00:00,2025-03-26 13:00:00,OPEN,SAP_ARIBA,2025-03-19 14:23:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000058,1,2025-03-19 13:00:00,SUP-003,SKU-0065,WH-MUM-03,308,48.44,EUR,2025-04-04T13:00:00+05:30,1743319800,CLOSED,SAP_ARIBA,2025-03-19 13:14:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000059,1,2025-03-20 16:00:00,SUP-008,SKU-0097,WH-BLR-04,339,139.55,EUR,2025-04-18 16:00:00,2025-04-03 16:00:00,CLOSED,SAP_ARIBA,2025-03-20 18:53:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000060,1,2025-03-20 09:00:00,SUP-004,SKU-0145,WH-DEL-02,297,61.86,USD,2025-04-01 09:00:00,2025-03-28 09:00:00,CLOSED,SAP_ARIBA,2025-03-20 09:39:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000061,1,2025-03-20T08:00:00Z,SUP-002,SKU-0145,WH-BLR-04,372,61.86,USD,2025-04-08 08:00:00,2025-04-02T08:00:00+05:30,CLOSED,SAP_ARIBA,2025-03-20 08:43:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000062,1,2025-03-21 10:00:00,SUP-008,SKU-0100,WH-BLR-04,298,60.72,SGD,2025-04-12 10:00:00,2025-04-03 10:00:00,CLOSED,SAP_ARIBA,2025-03-21 10:55:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000063,1,2025-03-22 11:00:00,SUP-007,SKU-0060,WH-BLR-04,276,38.68,SGD,2025-04-10 11:00:00,2025-03-31 11:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-03-22 13:02:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000064,1,2025-03-23 11:00:00,SUP-002,SKU-0072,WH-MUM-03,312,66.12,AED,2025-04-05 11:00:00,2025-03-30 11:00:00,CLOSED,SAP_ARIBA,2025-03-23 12:26:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000065,1,2025-03-24 15:00:00,SUP-001,SKU-0066,WH-BLR-04,196,49.92,USD,2025-04-10 15:00:00,2025-04-04 15:00:00,CLOSED,SAP_ARIBA,2025-03-24 15:29:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000066,1,2025-03-24 12:00:00,SUP-002,SKU-0145,WH-MUM-03,480,61.86,USD,45752,2025-04-01 12:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-03-24 13:47:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000067,1,2025-03-25 16:00:00,SUP-004,SKU-0132,WH-LKO-01,324,87.06,SGD,2025-04-12 16:00:00,2025-04-02 16:00:00,CLOSED,SAP_ARIBA,2025-03-25 16:37:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000068,1,2025-03-25 08:00:00,SUP-002,SKU-0145,WH-LKO-01,329,61.86,USD,2025-04-14 08:00:00,2025-04-07 08:00:00,CLOSED,SAP_ARIBA,2025-03-25 08:00:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000069,1,2025-03-26 10:00:00,SUP-002,SKU-0002,WH-MUM-03,362,138.45,AED,2025-04-11 10:00:00,2025-04-09 10:00:00,CLOSED,SAP_ARIBA,2025-03-26 11:04:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000070,1,2025-03-26 16:00:00,SUP-002,SKU-0019,WH-MUM-03,282,61.01,AED,2025-04-15 16:00:00,2025-04-06 16:00:00,PARTIALLY_RECEIVED,SAP_ARIBA,2025-03-26 17:40:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000071,1,2025-03-29 08:00:00,SUP-008,SKU-0011,WH-DEL-02,402,108.30,AED,2025-04-13 08:00:00,2025-04-11 08:00:00,CLOSED,SAP_ARIBA,2025-03-29 08:08:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000072,1,2025-03-29 11:00:00,SUP-004,SKU-0034,WH-DEL-02,300,125.91,AED,2025-04-09 11:00:00,2025-04-06 11:00:00,CLOSED,SAP_ARIBA,2025-03-29 13:45:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000073,1,2025-03-31 14:00:00,SUP-002,SKU-0026,WH-LKO-01,394,26.97,USD,2025-04-17 14:00:00,04-08-2025,CLOSED,SAP_ARIBA,2025-03-31 15:45:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000074,1,2025-03-31 09:00:00,SUP-004,SKU-0034,WH-LKO-01,453,125.91,AED,2025-04-19 09:00:00,2025-04-14 09:00:00,CLOSED,SAP_ARIBA,2025-03-31 11:31:00,2026-08-05 02:59:59,BATCH_202503_RAW_PURCHASE_ORDERS
PO-00000075,1,2025-04-01 15:00:00,SUP-004,SKU-0145,WH-DEL-02,364,61.86,USD,2025-04-11 15:00:00,2025-04-09 15:00:00,CLOSED,SAP_ARIBA,2025-04-01 17:27:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000076,1,2025-04-03 12:00:00,SUP-003,SKU-0037,WH-LKO-01,209,15.39,SGD,2025-04-17 12:00:00,2025-04-14 12:00:00,CLOSED,SAP_ARIBA,2025-04-03 13:50:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000077,1,2025-04-04 12:00:00,SUP-001,SKU-0066,WH-LKO-01,239,49.92,USD,2025-04-18 12:00:00,2025-04-12 12:00:00,CLOSED,SAP_ARIBA,2025-04-04 14:27:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000078,1,2025-04-05 08:00:00,SUP-002,SKU-0072,WH-MUM-03,467,66.12,AED,2025-04-22 08:00:00,2025-04-12T08:00:00Z,CLOSED,SAP_ARIBA,2025-04-05 08:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000079,1,2025-04-05 13:00:00,SUP-001,SKU-0113,WH-MUM-03,355,71.37,SGD,2025-04-20 13:00:00,2025-04-17 13:00:00,CLOSED,SAP_ARIBA,2025-04-05 14:19:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000080,1,2025-04-05 08:00:00,SUP-002,SKU-0145,WH-BLR-04,267,61.86,USD,2025-04-22 08:00:00,2025-04-18 08:00:00,CLOSED,SAP_ARIBA,2025-04-05 08:13:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000081,1,2025-04-07T08:00:00Z,SUP-003,SKU-0037,WH-BLR-04,193,15.39,SGD,2025-04-28 08:00:00,2025-04-18 08:00:00,CLOSED,SAP_ARIBA,2025-04-07 08:58:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000082,1,2025-04-09 11:00:00,SUP-004,SKU-0034,WH-DEL-02,329,125.91,AED,2025-04-26 11:00:00,2025-04-17 11:00:00,CLOSED,SAP_ARIBA,2025-04-09 13:36:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000083,1,2025-04-10 11:00:00,SUP-001,SKU-0066,WH-MUM-03,312,49.92,USD,2025-04-28 11:00:00,2025-04-22 11:00:00,CLOSED,SAP_ARIBA,2025-04-10 13:20:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000084,1,2025-04-11 09:00:00,SUP-002,SKU-0002,WH-MUM-03,418,138.45,AED,2025-04-28 09:00:00,1745551800,CLOSED,SAP_ARIBA,2025-04-11 10:48:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000085,1,2025-04-12 16:00:00,SUP-001,SKU-0066,WH-BLR-04,250,49.92,USD,2025-04-30 16:00:00,2025-04-23 16:00:00,CLOSED,SAP_ARIBA,2025-04-12 18:49:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000086,1,2025-04-13 16:00:00,SUP-006,SKU-0071,WH-BLR-04,316,84.01,SGD,2025-05-03 16:00:00,2025-04-24 16:00:00,CLOSED,SAP_ARIBA,2025-04-13 16:38:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
po-00000087,1,2025-04-15 10:00:00,SUP-008,SKU-0100,WH-BLR-04,352,60.72,SGD,2025-05-03 10:00:00,2025-04-28 10:00:00,CLOSED,SAP_ARIBA,2025-04-15 12:05:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000088,1,2025-04-16 11:00:00,SUP-006,SKU-0003,WH-MUM-03,256,32.55,AED,2025-05-05 11:00:00,2025-04-23 11:00:00,CLOSED,SAP_ARIBA,2025-04-16 11:57:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000089,1,2025-04-16 12:00:00,SUP-001,SKU-0066,WH-LKO-01,205,49.92,USD,2025-05-03 12:00:00,2025-04-24 12:00:00,CLOSED,SAP_ARIBA,2025-04-16 14:42:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000090,1,2025-04-16 09:00:00,SUP-008,SKU-0097,WH-BLR-04,349,139.55,EUR,2025-05-04 09:00:00,2025-04-30 09:00:00,CLOSED,SAP_ARIBA,2025-04-16 09:35:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000091,1,2025-04-20 13:00:00,SUP-004, SKU-0034 ,WH-LKO-01,428,125.91,AED,2025-05-08 13:00:00,2025-05-04 13:00:00,CLOSED,SAP_ARIBA,2025-04-20 13:13:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000092,1,2025-04-22 13:00:00,SUP-001,SKU-0113, WH-MUM-03 ,285,71.37,SGD,2025-05-07 13:00:00,2025-05-04 13:00:00,CLOSED,SAP_ARIBA,2025-04-22 13:36:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
PO-00000093,1,2025-04-23 14:00:00,SUP-005,SKU-0069,WH-DEL-02,386,125.54,EUR,2025-05-10 14:00:00,2025-05-05 14:00:00,CLOSED,SAP_ARIBA,2025-04-23 14:34:00,2026-08-05 02:59:59,BATCH_202504_RAW_PURCHASE_ORDERS
