order_id_raw,order_line_raw,event_timestamp_raw,warehouse_id_raw,event_type_raw,qty_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
ORD-00000006,1,2025-01-01 21:56:00,WH-DEL-02,SHIPPED,6,SHOPIFY_OMS,2025-01-01 23:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000007,1,2025-01-01 12:25:00,WH-MUM-03,ALLOCATED,6,SHOPIFY_OMS,2025-01-01 14:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000007,1,2025-01-01 14:15:00,WH-MUM-03,SHIPPED,6,SHOPIFY_OMS,2025-01-01 17:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000008,1,2025-01-01 15:32:00,WH-MUM-03,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 18:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000008,1,2025-01-01 17:22:00,WH-MUM-03,SHIPPED,3,SHOPIFY_OMS,2025-01-01 17:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000009,1,2025-01-01 12:32:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 15:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000009,1,2025-01-01 14:22:00,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-01 15:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000010,1,2025-01-01 18:28:00,WH-LKO-01,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 20:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000010,1,2025-01-01 20:18:00,WH-LKO-01,SHIPPED,3,SHOPIFY_OMS,2025-01-01 21:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000011,1,2025-01-01 14:21:00,WH-BLR-04,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 16:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000011,1,2025-01-01 16:11:00,WH-BLR-04,SHIPPED,3,SHOPIFY_OMS,2025-01-01 17:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000012,1,2025-01-01 18:05:00,WH-BLR-04,ALLOCATED,9,SHOPIFY_OMS,2025-01-01 18:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000012,1,2025-01-01 19:55:00,WH-BLR-04,SHIPPED,9,SHOPIFY_OMS,2025-01-01 20:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000013,1,2025-01-01 09:25:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 11:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000013,1,01/01/2025,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-01 13:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000014,1,2025-01-01 09:44:00,WH-DEL-02,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 11:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000014,1,2025-01-01 11:34:00,WH-DEL-02,SHIPPED,5,SHOPIFY_OMS,2025-01-01 13:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000015,1,2025-01-01 07:22:00,WH-BLR-04,ALLOCATED,4,SHOPIFY_OMS,2025-01-01 09:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000015,1,2025-01-01 09:12:00,WH-BLR-04,SHIPPED,4,SHOPIFY_OMS,2025-01-01 11:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000016,1,2025-01-01 16:39:00,WH-DEL-02,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 16:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000016,1,2025-01-01 18:29:00,WH-DEL-02,SHIPPED,3,SHOPIFY_OMS,2025-01-01 18:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000017,1,2025-01-01 13:12:00,WH-MUM-03,ALLOCATED,1,SHOPIFY_OMS,2025-01-01 15:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000017,1,2025-01-01 15:02:00,WH-MUM-03,SHIPPED,1,SHOPIFY_OMS,2025-01-01 17:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000018,1,2025-01-01 16:49:00,WH-DEL-02,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 18:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000018,1,2025-01-01 18:39:00,WH-DEL-02,SHIPPED,5,SHOPIFY_OMS,2025-01-01 21:18:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000019,1,2025-01-01 15:00:00,WH-LKO-01,ALLOCATED,12,SHOPIFY_OMS,2025-01-01 16:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000019,1,2025-01-01 16:50:00,WH-LKO-01,SHIPPED,12,SHOPIFY_OMS,2025-01-01 17:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000020,1,2025-01-01 13:58:00,wh-mum-03,ALLOCATED,7,SHOPIFY_OMS,2025-01-01 14:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000020,1,2025-01-01 15:48:00,WH-MUM-03,SHIPPED,7,SHOPIFY_OMS,2025-01-01 18:36:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000021,1,2025-01-01 16:18:00,WH-LKO-01,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 16:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000021,1,2025-01-01 18:08:00,WH-LKO-01,SHIPPED,2,SHOPIFY_OMS,2025-01-01 20:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000022,1,2025-01-01 19:57:00,WH-DEL-02,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 22:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000022,1,2025-01-01 21:47:00,WH-DEL-02,SHIPPED,5,SHOPIFY_OMS,2025-01-01 23:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000023,1,2025-01-01 15:05:00,WH-DEL-02,ALLOCATED,9,SHOPIFY_OMS,2025-01-01 16:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000023,1,2025-01-01 16:55:00,WH-DEL-02,SHIPPED,9,SHOPIFY_OMS,2025-01-01 19:52:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000024,1,2025-01-01 18:43:00,WH-BLR-04,ALLOCATED,1,SHOPIFY_OMS,2025-01-01 21:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000024,1,2025-01-02 20:33:00,WH-BLR-04,SHIPPED,1,SHOPIFY_OMS,2025-01-02 23:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000025,1,2025-01-01 08:38:00,WH-BLR-04,ALLOCATED,1,SHOPIFY_OMS,2025-01-01 09:53:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000025,1,2025-01-01 10:28:00,WH-BLR-04,SHIPPED,1,SHOPIFY_OMS,2025-01-01 12:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000026,1,2025-01-01 17:17:00,WH-DEL-02,ALLOCATED,7,SHOPIFY_OMS,2025-01-01 17:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000026,1,2025-01-01 19:07:00,WH-DEL-02,SHIPPED,7,SHOPIFY_OMS,2025-01-01 19:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000027,1,2025-01-01 16:10:00,WH-LKO-01,ALLOCATED,1,SHOPIFY_OMS,2025-01-01 18:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000027,1,2025-01-01T18:00:00+05:30,WH-LKO-01,SHIPPED,1,SHOPIFY_OMS,2025-01-01 18:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000028,1,2025-01-01 12:30:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 12:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ord-00000028,1,2025-01-01 14:20:00,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-01 16:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000029,1,2025-01-01 20:33:00,WH-MUM-03,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 23:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000029,1,2025-01-01 22:23:00,WH-MUM-03,SHIPPED,2,SHOPIFY_OMS,2025-01-01 22:52:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000030,1,2025-01-01 11:05:00,WH-MUM-03,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 13:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000030,1,2025-01-01 12:55:00,WH-MUM-03,SHIPPED,3,SHOPIFY_OMS,2025-01-01 14:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000031,1,2025-01-01 08:31:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 08:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000031,1,2025-01-02 10:21:00,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-02 12:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000032,1,2025-01-01 18:18:00,WH-DEL-02,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 21:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000032,1,2025-01-02 20:08:00,WH-DEL-02,SHIPPED,2,SHOPIFY_OMS,2025-01-02 22:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000033,1,2025-01-01 15:40:00,WH-DEL-02,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 17:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000033,1,2025-01-01 17:30:00,WH-DEL-02,SHIPPED,3,SHOPIFY_OMS,2025-01-01 19:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000034,1,2025-01-01 09:06:00,WH-BLR-04,ALLOCATED,4,SHOPIFY_OMS,2025-01-05 09:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000034,1,2025-01-01 10:56:00,WH-BLR-04,SHIPPED,4,SHOPIFY_OMS,2025-01-01 13:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000035,1,2025-01-01 09:45:00,WH-LKO-01,ALLOCATED,6,SHOPIFY_OMS,2025-01-01 10:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000035,1,2025-01-01 11:35:00,WH-LKO-01,SHIPPED,6,SHOPIFY_OMS,2025-01-01 13:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000036,1,2025-01-01 12:39:00,WH-LKO-01,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 15:37:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000036,1,2025-01-01 14:29:00,WH-LKO-01,SHIPPED,3,SHOPIFY_OMS,2025-01-01 16:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000037,1,2025-01-01 13:12:00,WH-MUM-03,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 14:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000037,1,2025-01-01 15:02:00,WH-MUM-03,SHIPPED,3,SHOPIFY_OMS,2025-01-01 15:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000038,1,1735704480,WH-LKO-01,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 10:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000038,1,2025-01-01 11:28:00,WH-LKO-01,SHIPPED,5,SHOPIFY_OMS,2025-01-01 12:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000039,1,2025-01-01 11:24:00,WH-MUM-03,ALLOCATED,7,SHOPIFY_OMS,2025-01-01 12:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000039,1,2025-01-01 13:14:00,WH-MUM-03,SHIPPED,7,SHOPIFY_OMS,2025-01-01 15:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000040,1,2025-01-01 13:21:00,WH-DEL-02,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 15:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000040,1,2025-01-02 15:11:00,WH-DEL-02,SHIPPED,2,SHOPIFY_OMS,2025-01-02 16:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000041,1,2025-01-01 17:34:00,WH-MUM-03,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 20:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000041,1,2025-01-01 19:24:00,WH-MUM-03,SHIPPED,2,SHOPIFY_OMS,2025-01-01 20:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000042,1,2025-01-01 15:20:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 18:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000042,1,2025-01-01 17:10:00,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-01 18:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000043,1,2025-01-01 12:54:00,WH-MUM-03,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 14:37:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000043,1,2025-01-01 14:44:00,WH-MUM-03,SHIPPED,3,SHOPIFY_OMS,2025-01-01 15:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000044,1,2025-01-01 15:15:00,WH-BLR-04,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 18:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000044,1,2025-01-01 17:05:00,WH-BLR-04,SHIPPED,3,SHOPIFY_OMS,2025-01-01 17:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000045,1,2025-01-01 17:02:00,WH-BLR-04,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 17:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000045,1,2025-01-01 18:52:00,WH-BLR-04,SHIPPED,2,SHOPIFY_OMS,2025-01-01 19:53:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000046,1,2025-01-01 12:32:00,WH-BLR-04,ALLOCATED,4,SHOPIFY_OMS,2025-01-01 13:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000046,1,2025-01-01 14:22:00,WH-BLR-04,SHIPPED,4,SHOPIFY_OMS,2025-01-01 15:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000047,1,2025-01-01 16:33:00,WH-LKO-01,ALLOCATED,7,SHOPIFY_OMS,2025-01-01 17:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000047,1,2025-01-01 18:23:00,WH-LKO-01,SHIPPED,7,SHOPIFY_OMS,2025-01-01 21:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000048,1,2025-01-01 09:09:00,WH-LKO-01,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 11:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000048,1,2025-01-01 10:59:00,WH-LKO-01,SHIPPED,3,SHOPIFY_OMS,2025-01-01 11:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000049,1,2025-01-01 11:27:00,WH-MUM-03,ALLOCATED,9,SHOPIFY_OMS,2025-01-01 13:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000049,1,2025-01-01 13:17:00,WH-MUM-03,SHIPPED,9,SHOPIFY_OMS,2025-01-01 15:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000050,1,2025-01-01 09:02:00,WH-LKO-01,ALLOCATED,7,SHOPIFY_OMS,2025-01-01 11:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000050,1,2025-01-01 10:52:00,WH-LKO-01,SHIPPED,7,SHOPIFY_OMS,2025-01-01 10:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000051,1,2025-01-01 16:47:00,WH-DEL-02,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 19:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000051,1,2025-01-01 18:37:00,WH-DEL-02,SHIPPED,5,SHOPIFY_OMS,2025-01-01 19:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000052,1,2025-01-01 17:21:00,WH-MUM-03,ALLOCATED,2,SHOPIFY_OMS,2025-01-29 19:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000052,1,2025-01-01 19:11:00,WH-MUM-03,SHIPPED,2,SHOPIFY_OMS,2025-01-01 20:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000053,1,2025-01-01 13:44:00,WH-MUM-03,ALLOCATED,1,SHOPIFY_OMS,2025-01-02 14:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000053,1,2025-01-01 15:34:00,WH-MUM-03,SHIPPED,1,SHOPIFY_OMS,2025-01-01 16:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000054,1,2025-01-01 12:52:00,WH-BLR-04,ALLOCATED,9,SHOPIFY_OMS,2025-01-01 15:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000054,1,2025-01-01 14:42:00,WH-BLR-04,SHIPPED,9,SHOPIFY_OMS,2025-01-03 15:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000055,1,2025-01-01 08:35:00,WH-BLR-04,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 11:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ord-00000055,1,2025-01-01 10:25:00,WH-BLR-04,SHIPPED,3,SHOPIFY_OMS,2025-01-01 11:53:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000056,1,2025-01-01 10:19:00,WH-DEL-02,ALLOCATED,1,SHOPIFY_OMS,2025-01-01 10:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000056,1,2025-01-01 12:09:00,WH-DEL-02,SHIPPED,1,SHOPIFY_OMS,2025-01-01 14:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000057,1,2025-01-01 17:03:00,WH-DEL-02,ALLOCATED,14,SHOPIFY_OMS,2025-01-01 19:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000057,1,2025-01-02 18:53:00,WH-DEL-02,SHIPPED,14,SHOPIFY_OMS,2025-01-02 21:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000058,1,2025-01-01 14:39:00,WH-MUM-03,ALLOCATED,9,SHOPIFY_OMS,2025-01-28 16:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000058,1,2025-01-01 16:29:00,WH-MUM-03,SHIPPED,9,SHOPIFY_OMS,2025-01-01 18:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000059,1,2025-01-01 17:08:00,WH-BLR-04,ALLOCATED,5,SHOPIFY_OMS,2025-01-01 19:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000059,1,2025-01-02 18:58:00,WH-BLR-04,SHIPPED,5,SHOPIFY_OMS,2025-01-02 20:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000060,1,2025-01-01 11:33:00,WH-DEL-02,ALLOCATED,2,SHOPIFY_OMS,2025-01-01 13:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ord-00000060,1,2025-01-01 13:23:00,WH-DEL-02,SHIPPED,2,SHOPIFY_OMS,2025-01-01 16:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000061,1,2025-01-01 08:12:00,WH-LKO-01,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 08:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000061,1,2025-01-01 10:02:00,WH-LKO-01,SHIPPED,3,SHOPIFY_OMS,2025-01-01 10:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000062,1,2025-01-01 11:53:00,WH-LKO-01,ALLOCATED,3,SHOPIFY_OMS,2025-01-01 12:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
ORD-00000062,1,2025-01-01 13:43:00,WH-LKO-01,SHIPPED,3,SHOPIFY_OMS,2025-01-01 14:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_ORDER_FULFILLMENT_EVENTS
