receipt_id_raw,po_id_raw,sku_id_raw,warehouse_id_raw,actual_receipt_date_raw,putaway_date_raw,received_qty_raw,rejected_qty_raw,wms_bin_location_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
REC-00000021,PO-00000022,SKU-0145,WH-BLR-04,2025-02-05 08:00:00,2025-02-06 09:00:00,363,0,WH-BLR-04#ASL-8#SHF-A#BIN-88,BLUEYONDER_WMS,2025-02-05 08:40:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000022,PO-00000028,SKU-0119,WH-DEL-02,2025-02-10 10:00:00,2025-02-13 11:00:00,358,0,WH-DEL-02#ASL-8#SHF-B#BIN-34,BLUEYONDER_WMS,2025-02-10 12:15:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000023,PO-00000023,SKU-0031,WH-MUM-03,2025-02-12 10:00:00,02-13-2025,448,0,WH-MUM-03#ASL-8#SHF-A#BIN-85,BLUEYONDER_WMS,2025-02-12 12:13:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000024,PO-00000025,SKU-0057,WH-LKO-01,2025-02-17 11:00:00,2025-02-19 12:00:00,260,0,WH-LKO-01#ASL-4#SHF-A#BIN-84,BLUEYONDER_WMS,2025-02-17 12:12:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000025,PO-00000030,SKU-0082,WH-MUM-03,2025-02-18 12:00:00,2025-02-20 16:00:00,409,0,WH-MUM-03#ASL-8#SHF-C#BIN-15,BLUEYONDER_WMS,2025-02-21 13:01:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000026,PO-00000020,SKU-0148,WH-MUM-03,2025-02-20 12:00:00,2025-02-21 14:00:00,383,0,WH-MUM-03#ASL-7#SHF-A#BIN-62,BLUEYONDER_WMS,2025-02-20 12:00:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000027,PO-00000027,SKU-0093,WH-BLR-04,2025-02-21 09:00:00,2025-02-24 10:00:00,396,0,WH-BLR-04#ASL-4#SHF-A#BIN-49,BLUEYONDER_WMS,2025-02-21 10:42:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000028,PO-00000031,SKU-0093,WH-MUM-03,2025-01-31 14:00:00,2025-02-22 15:00:00,389,0,WH-MUM-03#ASL-3#SHF-B#BIN-26,BLUEYONDER_WMS,2025-01-31 16:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_GOODS_RECEIPTS
REC-00000029,PO-00000029,SKU-0119,WH-MUM-03,2025-02-22 08:00:00,2025-02-23 09:00:00,395,0,WH-MUM-03#ASL-6#SHF-A#BIN-57,BLUEYONDER_WMS,2025-02-22 09:13:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000030,PO-00000032,SKU-0084,WH-LKO-01,2025-02-22 15:00:00,2025-02-24 20:00:00,364,0,WH-LKO-01#ASL-5#SHF-C#BIN-85,BLUEYONDER_WMS,2025-02-22 17:24:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000031,PO-00000033,SKU-0052,WH-DEL-02,2025-02-22 08:00:00,2025-02-25 13:00:00,402,0,WH-DEL-02#ASL-6#SHF-A#BIN-50,BLUEYONDER_WMS,2025-02-22 08:01:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000032,PO-00000026,SKU-0066,WH-DEL-02,2025-02-25 16:00:00,2025-02-27 17:00:00,373,0,WH-DEL-02#ASL-2#SHF-A#BIN-98,BLUEYONDER_WMS,2025-02-25 16:42:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000033,PO-00000034,SKU-0066,WH-MUM-03,2025-02-25 16:00:00,2025-02-26 19:00:00,425,0,WH-MUM-03#ASL-3#SHF-A#BIN-52,BLUEYONDER_WMS,2025-02-25 17:32:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000034,PO-00000038,SKU-0066,WH-LKO-01,2025-02-26 16:00:00,2025-02-28 20:00:00,201,0,WH-LKO-01#ASL-2#SHF-B#BIN-32,BLUEYONDER_WMS,2025-02-26 18:40:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000035,PO-00000036,SKU-0119,WH-DEL-02,2025-02-27 12:00:00,2025-03-02 14:00:00,317,0,WH-DEL-02#ASL-7#SHF-A#BIN-91,BLUEYONDER_WMS,2025-02-27 14:05:00,2026-08-05 02:59:59,BATCH_202502_RAW_GOODS_RECEIPTS
REC-00000036,PO-00000035,SKU-0082,WH-BLR-04,2025-03-01 12:00:00,2025-03-03 13:00:00,423,0,WH-BLR-04#ASL-1#SHF-C#BIN-80,BLUEYONDER_WMS,2025-03-01 12:59:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000037,PO-00000037,SKU-0141,WH-LKO-01,2025-03-03 14:00:00,2025-03-06 16:00:00,269,0,WH-LKO-01#ASL-1#SHF-B#BIN-14,BLUEYONDER_WMS,2025-03-08 14:56:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000038,PO-00000040,SKU-0069,WH-MUM-03,2025-03-03 11:00:00,2025-03-06 16:00:00,255,0,WH-MUM-03#ASL-9#SHF-A#BIN-81,BLUEYONDER_WMS,2025-03-03 12:54:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000039,PO-00000039,SKU-0066,WH-BLR-04,2025-03-04 14:00:00,2025-03-05 17:00:00,258,0,WH-BLR-04#ASL-2#SHF-A#BIN-19,BLUEYONDER_WMS,2025-03-04 15:59:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000040,PO-00000041,SKU-0057,WH-LKO-01,2025-03-04 08:00:00,2025-03-05 09:00:00,255,0,WH-LKO-01#ASL-8#SHF-B#BIN-37,BLUEYONDER_WMS,2025-03-04 09:11:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000041,PO-00000042,SKU-0035,WH-LKO-01,2025-03-05 14:00:00,2025-03-06 18:00:00,387,0,WH-LKO-01#ASL-6#SHF-C#BIN-68,BLUEYONDER_WMS,2025-03-08 14:57:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000042,PO-00000044,SKU-0057,WH-DEL-02,2025-03-07 13:00:00,2025-03-09 14:00:00,454,0,WH-DEL-02#ASL-9#SHF-B#BIN-73,BLUEYONDER_WMS,2025-03-07 15:18:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000043,PO-ORPHAN-999999,SKU-0066,WH-LKO-01,2025-03-09 11:00:00,03-12-2025,276,0,WH-LKO-01#ASL-3#SHF-A#BIN-86,BLUEYONDER_WMS,2025-03-09 13:03:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000044,PO-00000047,SKU-0082,WH-BLR-04,2025-03-11 12:00:00,2025-03-13 13:00:00,379,0,WH-BLR-04#ASL-8#SHF-B#BIN-22,BLUEYONDER_WMS,2025-03-11 12:04:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000045,PO-00000043,SKU-0052,WH-DEL-02,2025-03-14 13:00:00,2025-03-15 17:00:00,377,0,WH-DEL-02#ASL-1#SHF-C#BIN-88,BLUEYONDER_WMS,2025-03-14 13:41:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000046,PO-00000051,SKU-0093,WH-DEL-02,2025-03-18 16:00:00,2025-03-20 17:00:00,210,0,WH-DEL-02#ASL-7#SHF-C#BIN-50,BLUEYONDER_WMS,2025-03-18 16:41:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000047,PO-00000050,SKU-0060,WH-BLR-04,2025-03-21 11:00:00,2025-03-24 15:00:00,344,0,WH-BLR-04#ASL-8#SHF-B#BIN-32,BLUEYONDER_WMS,2025-03-21 12:10:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000048,PO-00000052,SKU-0057,WH-DEL-02,2025-03-21 11:00:00,2025-03-22 12:00:00,367,0,WH-DEL-02#ASL-6#SHF-C#BIN-14,BLUEYONDER_WMS,2025-03-21 13:35:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000049,PO-00000048,SKU-0132,WH-LKO-01,2025-03-24 12:00:00,2025-03-26 16:00:00,319,0,WH-LKO-01#ASL-6#SHF-B#BIN-10,BLUEYONDER_WMS,2025-03-24 14:01:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000050,PO-00000045,SKU-0084,WH-LKO-01,2025-03-25 16:00:00,2025-03-27 18:00:00,472,0,WH-LKO-01#ASL-9#SHF-A#BIN-79,BLUEYONDER_WMS,2025-03-28 16:29:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000051,PO-00000049,SKU-0141,WH-LKO-01,2025-03-27 08:00:00,2025-03-30 12:00:00,296,0,WH-LKO-01#ASL-7#SHF-C#BIN-14,BLUEYONDER_WMS,2025-03-29 08:54:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000052,PO-00000054,SKU-0011,WH-DEL-02,2025-03-28 15:00:00,2025-03-30 17:00:00,441,0,WH-DEL-02#ASL-6#SHF-B#BIN-86,BLUEYONDER_WMS,2025-03-28 17:47:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000053,PO-00000058,SKU-0065,WH-MUM-03,2025-03-31 13:00:00,2025-04-01 16:00:00,308,0,WH-MUM-03#ASL-7#SHF-C#BIN-58,BLUEYONDER_WMS,2025-03-31 14:18:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000054,PO-00000060,SKU-0145,WH-DEL-02,2025-03-31 09:00:00,2025-04-03 13:00:00,297,0,WH-DEL-02#ASL-9#SHF-A#BIN-16,BLUEYONDER_WMS,2025-03-31 11:29:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000055,PO-00000055,SKU-0066,WH-MUM-03,2025-04-01 08:00:00,2025-04-02 09:00:00,283,0,WH-MUM-03#ASL-6#SHF-C#BIN-86,BLUEYONDER_WMS,2025-04-01 09:10:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000056,PO-00000056,SKU-0037,WH-LKO-01,2025-03-14 15:00:00,2025-04-05 18:00:00,212,0,WH-LKO-01#ASL-6#SHF-A#BIN-11,BLUEYONDER_WMS,2025-03-14 17:43:00,2026-08-05 02:59:59,BATCH_202503_RAW_GOODS_RECEIPTS
REC-00000057,PO-00000053,SKU-0066,WH-LKO-01,2025-04-03 09:00:00,2025-04-05 10:00:00,268,0,WH-LKO-01#ASL-8#SHF-C#BIN-11,BLUEYONDER_WMS,2025-04-03 11:54:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000058,PO-00000061,SKU-0145,WH-BLR-04,2025-04-04 08:00:00,04-07-2025,372,0,WH-BLR-04#ASL-4#SHF-B#BIN-53,BLUEYONDER_WMS,2025-04-04 08:21:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000059,PO-00000064,SKU-0072,WH-MUM-03,2025-04-04 11:00:00,2025-04-07 15:00:00,312,0,WH-MUM-03#ASL-3#SHF-A#BIN-29,BLUEYONDER_WMS,2025-04-04 12:55:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000060,PO-00000066,SKU-0145,WH-MUM-03,2025-04-07 12:00:00,2025-04-08 13:00:00,469,11,WH-MUM-03#ASL-1#SHF-A#BIN-20,BLUEYONDER_WMS,2025-04-07 12:14:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000061,PO-00000072,SKU-0034,WH-DEL-02,2025-04-08 11:00:00,2025-04-11 15:00:00,300,0,WH-DEL-02#ASL-3#SHF-B#BIN-23,BLUEYONDER_WMS,2025-04-08 11:44:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000062,PO-00000063,SKU-0060,WH-BLR-04,2025-04-09 11:00:00,2025-04-11 12:00:00,270,6,WH-BLR-04#ASL-1#SHF-C#BIN-33,BLUEYONDER_WMS,2025-04-12 11:47:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000063,PO-00000067,SKU-0132,WH-LKO-01,2025-04-09 16:00:00,2025-04-10 17:00:00,324,0,WH-LKO-01#ASL-9#SHF-C#BIN-37,BLUEYONDER_WMS,2025-04-09 16:41:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000064,PO-00000069,SKU-0002,WH-MUM-03,2025-04-10 10:00:00,2025-04-13 15:00:00,362,0,WH-MUM-03#ASL-8#SHF-C#BIN-39,BLUEYONDER_WMS,2025-04-10 11:45:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000065,PO-00000065,SKU-0066,WH-BLR-04,2025-04-11 15:00:00,2025-04-14 16:00:00,196,0,WH-BLR-04#ASL-8#SHF-A#BIN-19,BLUEYONDER_WMS,2025-04-11 17:44:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000066,PO-00000071,SKU-0011,WH-DEL-02,2025-04-12 08:00:00,2025-04-14 13:00:00,402,0,WH-DEL-02#ASL-8#SHF-B#BIN-77,BLUEYONDER_WMS,2025-04-14 09:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000067,PO-00000075,SKU-0145,WH-DEL-02,2025-04-12 15:00:00,2025-04-15 17:00:00,364,0,WH-DEL-02#ASL-9#SHF-B#BIN-55,BLUEYONDER_WMS,2025-04-12 16:41:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000068,PO-00000070,SKU-0019,WH-MUM-03,2025-04-13 16:00:00,2025-04-14 21:00:00,273,9,WH-MUM-03#ASL-6#SHF-C#BIN-17,BLUEYONDER_WMS,2025-04-13 17:39:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000069,PO-00000062,SKU-0100,WH-BLR-04,2025-04-14 10:00:00,2025-04-16 14:00:00,298,0,WH-BLR-04#ASL-3#SHF-B#BIN-41,BLUEYONDER_WMS,2025-04-14 11:30:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000070,PO-00000059,SKU-0097,WH-BLR-04,2025-04-15 16:00:00,2025-04-18 17:00:00,339,0,WH-BLR-04#ASL-3#SHF-B#BIN-51,BLUEYONDER_WMS,2025-04-15 18:54:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000071,PO-00000068,SKU-0145,WH-LKO-01,2025-04-15 08:00:00,2025-04-16 13:00:00,329,0,WH-LKO-01#ASL-1#SHF-B#BIN-82,BLUEYONDER_WMS,2025-04-15 10:50:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000072,PO-00000077,SKU-0066,wh-lko-01,2025-04-15 12:00:00,2025-04-18 15:00:00,239,0,WH-LKO-01#ASL-8#SHF-A#BIN-98,BLUEYONDER_WMS,2025-04-17 14:13:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000073,PO-00000076,SKU-0037,WH-LKO-01,2025-04-17 12:00:00,2025-04-19 14:00:00,209,0,WH-LKO-01#ASL-6#SHF-C#BIN-48,BLUEYONDER_WMS,2025-04-17 14:04:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000074,PO-00000074,SKU-0034,WH-LKO-01,2025-04-19 09:00:00,2025-04-22 12:00:00,453,0,WH-LKO-01#ASL-7#SHF-C#BIN-67,BLUEYONDER_WMS,2025-04-19 11:58:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000075,PO-00000079,SKU-0113,WH-MUM-03,2025-04-21 13:00:00,2025-04-23 18:00:00,355,0,WH-MUM-03#ASL-2#SHF-B#BIN-10,BLUEYONDER_WMS,2025-04-21 14:18:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000076,PO-00000080,SKU-0145,WH-BLR-04,2025-04-04 08:00:00,2025-04-25 11:00:00,267,0,WH-BLR-04#ASL-2#SHF-B#BIN-78,BLUEYONDER_WMS,2025-04-04 08:18:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000077,PO-00000073,SKU-0026,WH-LKO-01,2025-04-23 14:00:00,2025-04-24 18:00:00,394,0,WH-LKO-01#ASL-8#SHF-B#BIN-50,BLUEYONDER_WMS,2025-04-23 16:20:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000078,PO-00000078,SKU-0072,WH-MUM-03,2025-04-25 08:00:00,2025-04-27 09:00:00,467,0,WH-MUM-03#ASL-9#SHF-C#BIN-86,BLUEYONDER_WMS,2025-04-25 08:45:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000079,PO-00000081,SKU-0037,WH-BLR-04,2025-04-25 08:00:00,2025-04-27 11:00:00,193,0,WH-BLR-04#ASL-7#SHF-B#BIN-32,BLUEYONDER_WMS,2025-04-27 10:05:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000080,PO-00000082,SKU-0034,WH-DEL-02,2025-04-26 11:00:00,2025-04-28 16:00:00,329,0,WH-DEL-02#ASL-7#SHF-C#BIN-22,BLUEYONDER_WMS,2025-04-26 12:50:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000081,PO-00000084,SKU-0002,WH-MUM-03,2025-04-29 09:00:00,2025-05-02 10:00:00,418,0,WH-MUM-03#ASL-6#SHF-C#BIN-39,BLUEYONDER_WMS,2025-04-29 10:49:00,2026-08-05 02:59:59,BATCH_202504_RAW_GOODS_RECEIPTS
REC-00000082,PO-00000083,SKU-0066,WH-MUM-03,2025-05-02 11:00:00,2025-05-03 16:00:00,312,0,WH-MUM-03#ASL-4#SHF-B#BIN-55,BLUEYONDER_WMS,2025-05-02 12:26:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000083,PO-00000085,SKU-0066, WH-BLR-04 ,1746181800,45781,250,0,WH-BLR-04#ASL-2#SHF-C#BIN-19,BLUEYONDER_WMS,2025-05-02 16:42:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000084,PO-00000087,SKU-0100,WH-BLR-04,2025-05-02 10:00:00,2025-05-03 11:00:00,352,0,WH-BLR-04#ASL-6#SHF-C#BIN-90,BLUEYONDER_WMS,2025-05-02 11:20:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000085,PO-00000089,SKU-0066,WH-LKO-01,2025-05-04 12:00:00,2025-05-06 17:00:00,205,0,WH-LKO-01#ASL-4#SHF-A#BIN-15,BLUEYONDER_WMS,2025-05-04 12:30:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000086,PO-00000090,SKU-0097,WH-BLR-04,2025-05-04 09:00:00,2025-05-06T13:00:00+05:30,349,0,WH-BLR-04#ASL-1#SHF-B#BIN-95,BLUEYONDER_WMS,2025-05-04 09:32:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000087,PO-00000086,SKU-0071,WH-BLR-04,2025-05-06 16:00:00,2025-05-07 20:00:00,316,0,WH-BLR-04#ASL-9#SHF-A#BIN-85,BLUEYONDER_WMS,2025-05-06 17:00:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000088,PO-00000088,SKU-0003,WH-MUM-03,2025-05-06 11:00:00,2025-05-07 13:00:00,256,0,WH-MUM-03#ASL-4#SHF-C#BIN-91,BLUEYONDER_WMS,2025-05-06 13:01:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000089,PO-00000091,SKU-0034,WH-LKO-01,2025-05-08 13:00:00,2025-05-10 18:00:00,428,0,WH-LKO-01#ASL-1#SHF-A#BIN-93,BLUEYONDER_WMS,2025-05-10 13:25:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000090,PO-00000092,SKU-0113,WH-MUM-03,2025-05-10 13:00:00,2025-05-11 16:00:00,285,0,WH-MUM-03#ASL-4#SHF-A#BIN-78,BLUEYONDER_WMS,2025-05-10 13:57:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
REC-00000091,PO-00000093,SKU-0069,WH-DEL-02,2025-05-11 14:00:00,2025-05-13 19:00:00,386,0,WH-DEL-02#ASL-9#SHF-A#BIN-67,BLUEYONDER_WMS,2025-05-11 14:04:00,2026-08-05 02:59:59,BATCH_202505_RAW_GOODS_RECEIPTS
