order_id_raw,order_line_raw,order_timestamp_raw,sku_id_raw,warehouse_id_raw,ordered_qty_raw,fulfilled_qty_raw,unit_price_foreign_raw,discount_amount_foreign_raw,currency_code_raw,status_raw,cancel_reason_raw,customer_promised_delivery_date_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
ORD-00000011,1,2025-01-01 14:11:00,SKU-0145,WH-BLR-04,3,3,78.73,0.00,USD,COMPLETED,,2025-01-04 14:11:00,SHOPIFY_OMS,2025-01-01 16:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000012,1,2025-01-01 17:55:00,SKU-0143,WH-BLR-04,9,9,83.21,15.63,EUR,COMPLETED,,2025-01-06 17:55:00,SHOPIFY_OMS,2025-01-01 19:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000013,1,2025-01-01 09:15:00,SKU-0126,,2,2,127.90,10.57,EUR,COMPLETED,,2025-01-04 09:15:00,SHOPIFY_OMS,2025-01-01 10:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000014,1,2025-01-01 09:34:00,SKU-0145,WH-DEL-02,5,5,105.74,9.19,SGD,COMPLETED,,2025-01-05 09:34:00,SHOPIFY_OMS,2025-01-01 11:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000015,1,2025-01-01 07:12:00,SKU-0145,WH-BLR-04,4,4,112.18,0.00,SGD,COMPLETED,,2025-01-03 07:12:00,SHOPIFY_OMS,2025-01-01 09:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000016,1,2025-01-01 16:29:00,SKU-0066,WH-DEL-02,3,3,251.04,N/A,AED,COMPLETED,,2025-01-05 16:29:00,SHOPIFY_OMS,2025-01-01 17:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000017,1,2025-01-01 13:02:00,SKU-0091,WH-MUM-03,1,1,61.95,0.00,EUR,COMPLETED,,2025-01-04 13:02:00,SHOPIFY_OMS,2025-01-01 15:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000018,1,2025-01-01 16:39:00,SKU-0093,WH-DEL-02,5,5,281.10,0.00,AED,COMPLETED,,2025-01-05 16:39:00,SHOPIFY_OMS,2025-01-01 18:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000019,1,2025-01-01 14:50:00,SKU-0145,WH-LKO-01,12,12,78.34,0.00,USD,COMPLETED,,2025-01-05 14:50:00,SHOPIFY_OMS,2025-01-01 15:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000020,1,2025-01-01 13:48:00,SKU-0057,WH-MUM-03,7,7,127.00,0.00,USD,COMPLETED,,2025-01-03 13:48:00,SHOPIFY_OMS,2025-01-01 15:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000021,1,2025-01-01 16:08:00,SKU-0146,WH-LKO-01,2,2,347.90,30.79,AED,COMPLETED,,2025-01-06 16:08:00,SHOPIFY_OMS,2025-01-01 16:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000022,1,2025-01-01 19:47:00,SKU-0146,WH-DEL-02,5,5,79.91,0.00,EUR,COMPLETED,,2025-01-06 19:47:00,SHOPIFY_OMS,2025-01-01 21:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000023,1,2025-01-01 14:55:00,SKU-0129,WH-DEL-02,9,9,12.39,0.00,SGD,COMPLETED,,2025-01-05 14:55:00,SHOPIFY_OMS,2025-01-01 17:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000024,1,2025-01-01 18:33:00,SKU-0019,WH-BLR-04,1,1,22.52,0.00,USD,COMPLETED,,2025-01-03 18:33:00,SHOPIFY_OMS,2025-01-01 19:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000025,1,2025-01-01 08:28:00,SKU-0066,WH-BLR-04,1,1,221.83,14.48,AED,COMPLETED,,2025-01-03 08:28:00,SHOPIFY_OMS,2025-01-01 08:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000026,1,2025-01-01 17:07:00,SKU-0044,WH-DEL-02,7,7,137.50,0.00,USD,COMPLETED,,2025-01-06 17:07:00,SHOPIFY_OMS,2025-01-02 19:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000027,1,2025-01-01 16:00:00,SKU-0145,WH-LKO-01,1,1,302.28,0.00,AED,COMPLETED,,2025-01-04 16:00:00,SHOPIFY_OMS,2025-01-01 18:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000028,1,2025-01-01 12:20:00,SKU-0115,WH-BLR-04,2,2,22.20, 0.00 EUR ,EUR,COMPLETED,,2025-01-05 12:20:00,SHOPIFY_OMS,2025-01-01 13:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000029,1,2025-01-01 20:23:00,SKU-0145,,2,2,79.90,11.55,EUR,COMPLETED,,2025-01-03 20:23:00,SHOPIFY_OMS,2025-01-01 23:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000030,1,45658,SKU-0019,,3,3,75.64,0.00,AED,COMPLETED,,2025-01-04 10:55:00,SHOPIFY_OMS,2025-01-01 11:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000031,1,2025-01-01 08:21:00,SKU-0034,WH-BLR-04,2,2,59.94,0.00,SGD,COMPLETED,,2025-01-04T08:21:00Z,SHOPIFY_OMS,2025-01-01 09:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000032,1,2025-01-01 18:08:00,SKU-0091,WH-DEL-02,2,2,67.59,0.00,USD,COMPLETED,,2025-01-05 18:08:00,SHOPIFY_OMS,2025-01-01 20:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000033,1,2025-01-01 15:30:00,SKU-0066,WH-DEL-02,3,3,65.45,0.00,USD,COMPLETED,,2025-01-05 15:30:00,SHOPIFY_OMS,2025-01-01 15:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000034,1,2025-01-01 08:56:00,SKU-0067,WH-BLR-04,4,4,368.11,96.62,AED,COMPLETED,,2025-01-05 08:56:00,SHOPIFY_OMS,2025-01-05 11:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000035,1,2025-01-01 09:35:00,SKU-0006,WH-LKO-01,6,6,24.03,0.00,EUR,COMPLETED,,2025-01-06 09:35:00,SHOPIFY_OMS,2025-01-01 10:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000036,1,2025-01-01 12:29:00,SKU-0120,WH-LKO-01,3,3,25.85,2.32,USD,COMPLETED,,2025-01-04 12:29:00,SHOPIFY_OMS,2025-01-01 14:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000037,1,2025-01-01 13:02:00,SKU-0101,,3,3,46.50,0.00,EUR,COMPLETED,,2025-01-06 13:02:00,SHOPIFY_OMS,2025-01-01 15:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000038,1,2025-01-01 09:28:00,SKU-0145,WH-LKO-01,5,5,282.22,151.53,AED,COMPLETED,,2025-01-04 09:28:00,SHOPIFY_OMS,2025-01-01 11:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000039,1,2025-01-01 11:14:00,SKU-0003,WH-MUM-03,7,7,15.17,0.00,SGD,COMPLETED,,2025-01-04 11:14:00,SHOPIFY_OMS,2025-01-01 13:37:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000040,1,2025-01-01 13:11:00,SKU-0145,WH-DEL-02,2,2,110.21,0.00,SGD,COMPLETED,,2025-01-04 13:11:00,SHOPIFY_OMS,2025-01-01 14:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000041,1,2025-01-01 17:24:00,SKU-0076,WH-MUM-03,2,2,161.85,0.00,USD,COMPLETED,,2025-01-06 17:24:00,SHOPIFY_OMS,2025-01-01 18:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000042,1,2025-01-01 15:10:00,SKU-0132,WH-BLR-04,2,2,305.54,0.00,AED,COMPLETED,,2025-01-03 15:10:00,SHOPIFY_OMS,2025-01-01 15:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000043,1,2025-01-01 12:44:00,SKU-0066,WH-MUM-03,3,3,92.71,0.00,SGD,COMPLETED,,2025-01-06 12:44:00,SHOPIFY_OMS,2025-01-01 14:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000044,1,2025-01-01 15:05:00,SKU-0055, WH-BLR-04 ,3,3,149.65,0.00,USD,COMPLETED,,2025-01-04 15:05:00,SHOPIFY_OMS,2025-01-01 15:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000045,1,2025-01-01 16:52:00,SKU-0067,,2,2,94.04,0.00,USD,COMPLETED,,2025-01-03 16:52:00,SHOPIFY_OMS,2025-01-01 19:37:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000046,1,2025-01-01 12:22:00,SKU-0057,WH-BLR-04,4,4,463.58,0.00,AED,COMPLETED,,2025-01-03 12:22:00,SHOPIFY_OMS,2025-01-01 14:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000047,1,2025-01-01 16:23:00,SKU-0145,WH-LKO-01,7,7,115.57,31.43,SGD,COMPLETED,,2025-01-06 16:23:00,SHOPIFY_OMS,2025-01-01 18:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000048,1,2025-01-01 08:59:00,SKU-0120,WH-LKO-01,3,3,25.71,5.52,EUR,COMPLETED,,2025-01-05 08:59:00,SHOPIFY_OMS,2025-01-01 10:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
N/A,1,2025-01-01 11:17:00,SKU-0060,WH-MUM-03,9,9,46.66,0.00,SGD,COMPLETED,,2025-01-03 11:17:00,SHOPIFY_OMS,2025-01-01 13:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000050,1,2025-01-01 08:52:00,SKU-0133,,7,7,75.26,25.59,AED,COMPLETED,,2025-01-05 08:52:00,SHOPIFY_OMS,2025-01-01 09:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000051,1,2025-01-01 16:37:00,SKU-0069,WH-DEL-02,5,5,603.45,0.00,AED,COMPLETED,,2025-01-05 16:37:00,SHOPIFY_OMS,2025-01-01 19:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000052,1,2025-01-01 17:11:00,SKU-0145,WH-MUM-03,2,2,287.52,0.00,AED,COMPLETED,,2025-01-04 17:11:00,SHOPIFY_OMS,2025-01-01 19:36:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000053,1,2025-01-01 13:34:00,SKU-0109,WH-MUM-03,1,1,111.73,0.00,AED,COMPLETED,,2025-01-06 13:34:00,SHOPIFY_OMS,2025-01-01 15:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000054,1,2025-01-01 12:42:00,SKU-0093,wh-blr-04,9,9,102.34,0.00,SGD,COMPLETED,,2025-01-04 12:42:00,SHOPIFY_OMS,2025-01-01 13:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000055,1,2025-01-01 08:25:00,SKU-0096,WH-BLR-04,3,3,13.24,0.00,EUR,COMPLETED,,2025-01-06 08:25:00,SHOPIFY_OMS,2025-01-01 11:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000056,1,2025-01-01 10:09:00,SKU-0036,WH-DEL-02,1,1,26.87,0.00,USD,COMPLETED,,2025-01-06 10:09:00,SHOPIFY_OMS,2025-01-01 12:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000057,1,2025-01-01 16:53:00,SKU-0069,WH-DEL-02,14,14,173.18,0.00,EUR,COMPLETED,,2025-01-05 16:53:00,SHOPIFY_OMS,2025-01-01 19:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000058,1,2025-01-01 14:29:00,SKU-0079,WH-MUM-03,9,9,21.57,15.66,USD,COMPLETED,,2025-01-04 14:29:00,SHOPIFY_OMS,2025-01-01 15:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000059,1,2025-01-01 16:58:00,SKU-0061,WH-BLR-04,5,5,611.30,225.02,AED,COMPLETED,,2025-01-03 16:58:00,SHOPIFY_OMS,2025-01-01 17:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000060,1,2025-01-01 11:23:00,SKU-0078,,2,2,138.59,10.22,EUR,COMPLETED,,2025-01-04 11:23:00,SHOPIFY_OMS,2025-01-01 13:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000061,1,2025-01-01 08:02:00,SKU-0096,WH-LKO-01,3,3,13.84,0.00,USD,COMPLETED,,2025-01-05 08:02:00,SHOPIFY_OMS,2025-01-01 09:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000062,1,2025-01-01 11:43:00,SKU-0066,,3,3,67.28,0.00,USD,COMPLETED,,2025-01-06 11:43:00,SHOPIFY_OMS,2025-01-01 14:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000063,1,2025-01-01 09:01:00,SKU-0132,WH-LKO-01,5,5,81.94,0.00,USD,COMPLETED,,2025-01-05 09:01:00,SHOPIFY_OMS,2025-01-01 09:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000064,1,2025-01-01 19:18:00,SKU-0099,WH-MUM-03,1,1,112.70,7.58,USD,COMPLETED,,2025-01-05 19:18:00,SHOPIFY_OMS,2025-01-01 21:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000065,1,45658,SKU-0079,WH-LKO-01,5,5,31.50,0.00,SGD,COMPLETED,,2025-01-04 15:55:00,SHOPIFY_OMS,2025-01-01 18:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000066,1,2025-01-02 08:30:00,SKU-0087,WH-LKO-01,1,1,168.59,0.00,EUR,COMPLETED,,2025-01-07 08:30:00,SHOPIFY_OMS,2025-01-02 09:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000067,1,2025-01-02 20:35:00,SKU-0143,WH-LKO-01,2,2,106.83,21.12,SGD,COMPLETED,,2025-01-04 20:35:00,SHOPIFY_OMS,2025-01-02 22:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000068,1,2025-01-02 15:45:00,SKU-0037,WH-MUM-03,5,5,13.81,0.00,EUR,COMPLETED,,2025-01-06 15:45:00,SHOPIFY_OMS,2025-01-02 16:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
 ORD-00000069 ,1,2025-01-02 19:51:00,SKU-0066,WH-LKO-01,3,3,63.45,0.00,EUR,COMPLETED,,2025-01-04 19:51:00,SHOPIFY_OMS,2025-01-04 21:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000070,1,2025-01-02 13:56:00,SKU-0093,,8,8,102.96,79.82,SGD,COMPLETED,,2025-01-07 13:56:00,SHOPIFY_OMS,2025-01-02 16:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000071,1,2025-01-02 07:09:00,SKU-0073,WH-MUM-03,3,3,16.25,0.00,EUR,COMPLETED,,2025-01-07 07:09:00,SHOPIFY_OMS,2025-01-02 10:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000072,1,2025-01-02 15:39:00,SKU-0111,WH-BLR-04,3,3,83.16,0.00,SGD,COMPLETED,,2025-01-05 15:39:00,SHOPIFY_OMS,2025-01-02 16:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000073,1,2025-01-02 11:34:00,SKU-0009,WH-BLR-04,2,2,163.95,38.35,SGD,COMPLETED,,2025-01-07 11:34:00,SHOPIFY_OMS,2025-01-02 13:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000074,1,2025-01-02 20:36:00,SKU-0107,WH-LKO-01,2,2,58.50,0.00,SGD,COMPLETED,,2025-01-06 20:36:00,SHOPIFY_OMS,2025-01-02 22:18:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000075,1,2025-01-02 09:29:00,SKU-0132,WH-DEL-02,3,3,83.81,5.30,EUR,COMPLETED,,2025-01-07 09:29:00,SHOPIFY_OMS,2025-01-02 12:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000076,1,2025-01-02 17:35:00,SKU-0003,WH-DEL-02,2,2,11.58, 0.00 EUR ,EUR,COMPLETED,,2025-01-05 17:35:00,SHOPIFY_OMS,2025-01-02 20:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000077,1,2025-01-02 19:21:00,SKU-0066,WH-MUM-03,1,1,66.46,0.00,USD,COMPLETED,,2025-01-05 19:21:00,SHOPIFY_OMS,2025-01-02 21:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000078,1,2025-01-02 11:26:00,SKU-0056,WH-MUM-03,1,1,47.77,0.00,EUR,COMPLETED,,2025-01-04 11:26:00,SHOPIFY_OMS,2025-01-02 12:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000079,1,2025-01-02 07:33:00,SKU-0136,WH-MUM-03,7,7,179.86,44.30,SGD,COMPLETED,,2025-01-04 07:33:00,SHOPIFY_OMS,2025-01-02 09:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000080,1,2025-01-02 08:59:00,SKU-0066,WH-BLR-04,4,4,63.39,0.00,EUR,COMPLETED,,2025-01-05 08:59:00,SHOPIFY_OMS,2025-01-02 09:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000081,1,2025-01-02 08:45:00,SKU-0066,WH-MUM-03,8,8,240.66,0.00,AED,COMPLETED,,2025-01-05 08:45:00,SHOPIFY_OMS,2025-01-02 10:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000082,1,2025-01-02 13:58:00,SKU-0066,WH-MUM-03,2,2,82.23,0.00,SGD,COMPLETED,,2025-01-05 13:58:00,SHOPIFY_OMS,2025-01-29 14:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000083,1,2025-01-02 21:44:00,SKU-0024,WH-BLR-04,3,3,23.55,0.00,EUR,COMPLETED,,04/01/2025,SHOPIFY_OMS,2025-01-02 22:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000084,1,2025-01-02 09:58:00,SKU-0142,WH-LKO-01,2,2,13.23,0.00,USD,COMPLETED,,2025-01-05 09:58:00,SHOPIFY_OMS,2025-01-02 11:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000085,1,2025-01-02 07:08:00,SKU-0117,WH-MUM-03,6,6,475.50,0.00,AED,COMPLETED,,2025-01-07 07:08:00,SHOPIFY_OMS,2025-01-02 07:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000086,1,2025-01-02 13:06:00,SKU-0117,WH-BLR-04,5,5,143.73,0.00,USD,COMPLETED,,2025-01-06 13:06:00,SHOPIFY_OMS,2025-01-02 15:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000087,1,2025-01-02T14:31:00Z,SKU-0066,WH-BLR-04,2,2,253.45,0.00,AED,COMPLETED,,2025-01-07 14:31:00,SHOPIFY_OMS,2025-01-02 15:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000088,1,2025-01-02 21:16:00,SKU-0131,WH-BLR-04,2,2,175.49,0.00,EUR,COMPLETED,,2025-01-06 21:16:00,SHOPIFY_OMS,2025-01-04 22:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000089,1,2025-01-02 10:19:00,SKU-0007,WH-BLR-04,3,3,12.84,2.75,EUR,COMPLETED,,2025-01-05 10:19:00,SHOPIFY_OMS,2025-01-02 13:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000090,1,2025-01-02 16:51:00,SKU-0132,WH-BLR-04,13,13,114.77,104.81,SGD,COMPLETED,,2025-01-05 16:51:00,SHOPIFY_OMS,2025-01-02 19:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000091,1,2025-01-02 17:34:00,SKU-0103,WH-LKO-01,3,3,75.84,4.33,SGD,COMPLETED,,2025-01-04 17:34:00,SHOPIFY_OMS,2025-01-02 19:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000092,1,2025-01-02 16:05:00,SKU-0079,WH-DEL-02,3,3,19.90,0.65,EUR,COMPLETED,,2025-01-06 16:05:00,SHOPIFY_OMS,2025-01-02 17:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000093,1,2025-01-02 20:44:00,SKU-0066,WH-LKO-01,2,2,64.20,"0,00",USD,COMPLETED,,2025-01-05 20:44:00,SHOPIFY_OMS,2025-01-02 22:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000094,1,2025-01-02 21:43:00,SKU-0066,WH-MUM-03,1,1,93.58,0.00,SGD,COMPLETED,,2025-01-07 21:43:00,SHOPIFY_OMS,2025-01-02 23:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
 ORD-00000095 ,1,2025-01-02 13:34:00,SKU-0069,WH-DEL-02,10,10,190.61, 0.00 USD ,USD,COMPLETED,,2025-01-07 13:34:00,SHOPIFY_OMS,2025-01-02 14:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000096,1,2025-01-02 09:02:00,SKU-0103,WH-LKO-01,5,5,56.41,0.00,USD,completed,,2025-01-04 09:02:00,SHOPIFY_OMS,2025-01-02 09:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000097,1,2025-01-02 09:59:00,SKU-0018,WH-DEL-02,12,12,38.85,0.00,USD,COMPLETED,,2025-01-05 09:59:00,SHOPIFY_OMS,2025-01-02 11:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000098,1,2025-01-02 16:17:00,SKU-0066,WH-BLR-04,4,4,91.91,30.47,SGD,COMPLETED,,2025-01-04 16:17:00,SHOPIFY_OMS,2025-01-02 16:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000099,1,2025-01-02 11:18:00,SKU-0001,WH-DEL-02,2,2,36.59,0.00,EUR,COMPLETED,,2025-01-05 11:18:00,SHOPIFY_OMS,2025-01-02 13:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000100,1,2025-01-02 10:20:00,SKU-0074,WH-DEL-02,2,2,40.94,2.74,EUR,COMPLETED,,2025-01-06 10:20:00,SHOPIFY_OMS,2025-01-02 10:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
ORD-00000101,1,2025-01-02 17:34:00,SKU-0039,WH-DEL-02,3,3,274.10,71.95,AED,COMPLETED,,2025-01-04 17:34:00,SHOPIFY_OMS,2025-01-02 17:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_SALES_ORDERS
