sku_id_raw,category_raw,brand_raw,pack_size_raw,product_status_raw,effective_from_raw,effective_to_raw,is_current_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
SKU-0026,Industrial,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,2025-10-09 00:00:00,False,ERP_MDM,2025-01-01 01:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0026,Home,Brand-C,1-Pack,ACTIVE,2025-10-10 00:00:00,,True,ERP_MDM,2025-10-10 00:07:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0027,Electronics,Brand-C,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0028,Apparel,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
 SKU-0029 ,Industrial,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0030,Electronics,Brand-E,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0031,Industrial,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0032,Home,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0033,Electronics,Brand-C,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0034,Apparel,Brand-C,1-Pack,ACTIVE,2025-01-01T00:00:00+05:30,,True,ERP_MDM,2025-01-01 02:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0035,Apparel,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0036,Apparel,Brand-C,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
N/A,Home,Brand-A,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0038,Industrial,Brand-E,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0039,Electronics,Brand-C,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-06 01:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0040,Electronics,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,2025-11-07 00:00:00,False,ERP_MDM,2025-01-01 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0040,Home,Brand-B,6-Pack,ACTIVE,2025-11-08 00:00:00,,True,ERP_MDM,2025-11-08 00:06:00,2026-08-05 02:59:59,BATCH_202511_RAW_PRODUCT_MASTER_SCD
SKU-0041,Apparel,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,2025-09-24 00:00:00,False,ERP_MDM,2025-01-01 01:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0041,Electronics,Brand-D,6-Pack,ACTIVE,2025-09-25 00:00:00,,True,ERP_MDM,2025-09-25 00:42:00,2026-08-05 02:59:59,BATCH_202509_RAW_PRODUCT_MASTER_SCD
SKU-0042,Home,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0043,Industrial,Brand-E,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0044,Industrial,Brand-C,Case,ACTIVE,2025-01-01 00:00:00,2025-10-28 00:00:00,False,ERP_MDM,2025-01-01 02:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0044,Apparel,Brand-C,6-Pack,ACTIVE,2025-10-29 00:00:00,,True,ERP_MDM,2025-10-29 02:39:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0045,Apparel,Brand-B,Case,ACTIVE,2025-01-01 00:00:00,2025-12-20 00:00:00,False,ERP_MDM,2025-01-01 01:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0045,Industrial,Brand-B,Pallet,ACTIVE,2025-12-21 00:00:00,,True,ERP_MDM,2025-12-21 01:38:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
N/A,Electronics,Brand-E,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0047,Apparel,Brand-A,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0048,Industrial,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0049,Apparel,Brand-C,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:30:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0050,Electronics,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0051,Apparel,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0052,Industrial,Brand-D,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0053,Apparel,Brand-A,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0054,Industrial,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,2026-02-06 00:00:00,False,ERP_MDM,2025-01-01 02:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0054,Apparel,Brand-B,Pallet,DISCONTINUED,2026-02-07 00:00:00,,True,ERP_MDM,2026-02-07 02:27:00,2026-08-05 02:59:59,BATCH_202602_RAW_PRODUCT_MASTER_SCD
SKU-0055,Home,Brand-D,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0056,Industrial,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,2025-10-16 00:00:00,False,ERP_MDM,2025-01-01 02:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0056,Apparel,Brand-B,Pallet,ACTIVE,2025-10-17 00:00:00,,True,ERP_MDM,2025-10-17 00:52:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0057,Home,Brand-B,Case,ACTIVE,45658,,True,ERP_MDM,2025-01-01 01:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0058,Electronics,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0059,Electronics,Brand-E,12-Pack,ACTIVE,2025-01-01 00:00:00,2026-01-06 00:00:00,False,ERP_MDM,2025-01-01 00:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0059,Industrial,Brand-E,1-Pack,ACTIVE,2026-01-07 00:00:00,,True,ERP_MDM,2026-01-07 01:51:00,2026-08-05 02:59:59,BATCH_202601_RAW_PRODUCT_MASTER_SCD
SKU-0060,Electronics,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0061,Industrial,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0062,Home,Brand-D,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-12-06T00:00:00+05:30,False,ERP_MDM,2025-01-01 00:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0062,Electronics,Brand-D,6-Pack,ACTIVE,2025-12-07 00:00:00,,True,ERP_MDM,2025-12-07 01:44:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0063,Home,Brand-D,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0064,Electronics,Brand-A,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0065,Apparel,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0066,Apparel,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,2026-01-05 00:00:00,False,ERP_MDM,2025-01-01 02:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0066,Electronics,Brand-C,Pallet,ACTIVE,2026-01-06 00:00:00,,True,ERP_MDM,2026-01-08 01:28:00,2026-08-05 02:59:59,BATCH_202601_RAW_PRODUCT_MASTER_SCD
SKU-0067,Home,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0068,Industrial,Brand-A,1-Pack,ACTIVE,45658,,True,ERP_MDM,2025-01-01 02:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0069,Home,Brand-B,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0070,Home,Brand-A,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0071,Industrial,Brand-A,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0072,Industrial,Brand-C,Case,active,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0073,Electronics,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0074,Apparel,Brand-E,Pallet,ACTIVE,2025-01-01 00:00:00,2025-11-17 00:00:00,False,ERP_MDM,2025-01-01 00:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
 SKU-0074 ,Industrial,Brand-E,Pallet,DISCONTINUED,18/11/2025,,True,ERP_MDM,2025-11-18 02:09:00,2026-08-05 02:59:59,BATCH_202511_RAW_PRODUCT_MASTER_SCD
SKU-0075,Electronics,Brand-B,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0076,Electronics,Brand-B,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 03:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0077,Industrial,Brand-A,6-Pack,DISCONTINUED,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0078,Apparel,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,2026-02-12 00:00:00,False,ERP_MDM,2025-01-01 01:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0078,Industrial,Brand-B,Case,ACTIVE,2026-02-13 00:00:00,,True,ERP_MDM,2026-02-13 01:36:00,2026-08-05 02:59:59,BATCH_202602_RAW_PRODUCT_MASTER_SCD
SKU-0079,Apparel,Brand-D,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0080,Electronics,Brand-D,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0081,Home,Brand-E,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0082,Apparel,Brand-B,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0083,Apparel,Brand-C,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0084,Apparel,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0085,Electronics,Brand-B,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0086,Apparel,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0087,Electronics,Brand-A,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0088,Electronics,Brand-B,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0089,Industrial,Brand-C,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0090,Home,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0091,Electronics,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-04 01:36:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0092,Industrial,Brand-C,Pallet,ACTIVE,2025-01-01 00:00:00,2025-12-24 00:00:00,False,ERP_MDM,2025-01-01 01:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0092,Apparel,Brand-C,Case,ACTIVE,2025-12-25 00:00:00,,True,ERP_MDM,2025-12-25 01:16:00,2026-08-05 02:59:59,BATCH_202512_RAW_PRODUCT_MASTER_SCD
SKU-0093,Home,Brand-C,12-Pack,ACTIVE,2025-01-01T00:00:00Z,,True,ERP_MDM,2025-01-01 01:52:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0094,Electronics,Brand-E,6-Pack,ACTIVE,2025-01-01 00:00:00,2025-09-24 00:00:00,False,ERP_MDM,2025-01-01 02:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0094,Home,Brand-E,1-Pack,ACTIVE,2025-09-25 00:00:00,,True,ERP_MDM,2025-09-25 00:11:00,2026-08-05 02:59:59,BATCH_202509_RAW_PRODUCT_MASTER_SCD
SKU-0095,Apparel,Brand-C,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-09-21 00:00:00,False,ERP_MDM,2025-01-01 00:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0095,Home,Brand-C,12-Pack,ACTIVE,2025-09-22 00:00:00,,True,ERP_MDM,2025-09-22 01:39:00,2026-08-05 02:59:59,BATCH_202509_RAW_PRODUCT_MASTER_SCD
SKU-0096,Apparel,Brand-D,Pallet,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0097,Industrial,Brand-A,12-Pack,ACTIVE,2025-01-01 00:00:00,2025-10-13 00:00:00,False,ERP_MDM,2025-01-01 01:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0097,Home,Brand-A,Case,ACTIVE,2025-10-14 00:00:00,,True,ERP_MDM,2025-10-14 00:37:00,2026-08-05 02:59:59,BATCH_202510_RAW_PRODUCT_MASTER_SCD
SKU-0098,Electronics,Brand-E,1-Pack,ACTIVE,2025-01-01 00:00:00,2026-01-17 00:00:00,False,ERP_MDM,2025-01-01 00:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0098,Apparel,Brand-E,Case,ACTIVE,2026-01-18 00:00:00,,True,ERP_MDM,2026-01-18 01:25:00,2026-08-05 02:59:59,BATCH_202601_RAW_PRODUCT_MASTER_SCD
SKU-0099,Apparel,Brand-D,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0100,Industrial,Brand-A,6-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:02:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0101,Apparel,Brand-B,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 00:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0102,Apparel,Brand-D,Case,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 02:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0103,Industrial,Brand-A,1-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-01 01:55:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
SKU-0104,Industrial,Brand-B,12-Pack,ACTIVE,2025-01-01 00:00:00,,True,ERP_MDM,2025-01-05 01:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_PRODUCT_MASTER_SCD
