supplier_id_raw,sku_id_raw,warehouse_id_raw,lead_time_days_raw,moq_raw,reorder_point_raw,safety_stock_raw,unit_cost_foreign_raw,currency_code_raw,effective_from_raw,effective_to_raw,is_current_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
SUP-002,SKU-0002,WH-BLR-04,13,114,129,71,138.45,AED,2025-01-01 00:00:00,2025-06-20 00:00:00,False,ERP_MDM,2025-01-01 00:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-002,SKU-0002,WH-BLR-04,13,206,249,107,146.54,AED,2025-06-21 00:00:00,,True,ERP_MDM,2025-06-21 03:00:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0003,WH-DEL-02,14,126,143,52,32.55,AED,2025-01-01 00:00:00,2025-06-16T00:00:00+05:30,False,ERP_MDM,2025-01-01 01:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0003,WH-DEL-02,17,197,161,73,35.49,AED,2025-06-17 00:00:00,,True,ERP_MDM,2025-06-17 01:18:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0003,WH-MUM-03,7,133,151,74,32.55,AED,2025-01-01 00:00:00,2025-07-15 00:00:00,False,ERP_MDM,2025-01-01 01:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0003,WH-MUM-03,15,163,163,88,36.59,AED,2025-07-16 00:00:00,,True,ERP_MDM,2025-07-16 01:02:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-002,SKU-0003,WH-BLR-04,12,100,190,49,32.55,AED,2025-01-01 00:00:00,2025-08-01 00:00:00,False,ERP_MDM,2025-01-01 00:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-002,SKU-0003,WH-BLR-04,11,185,292,106,36.72,AED,2025-08-02 00:00:00,,True,ERP_MDM,2025-08-02 00:50:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-LKO-01,14,122,164,74,120.77,AED,2025-01-01 00:00:00,2025-07-23 00:00:00,False,ERP_MDM,2025-01-01 02:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-LKO-01,9,212,190,104,130.2,AED,2025-07-24 00:00:00,,True,ERP_MDM,2025-07-24 01:07:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-MUM-03,9,94,153,70,120.77,AED,2025-01-01 00:00:00,2025-07-19 00:00:00,False,ERP_MDM,2025-01-01 02:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-MUM-03,18,132,244,62,135.98,AED,2025-07-20 00:00:00,,True,ERP_MDM,2025-07-20 02:42:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-BLR-04,9,138,157,47,120.77,AED,2025-01-01 00:00:00,2025-08-09 00:00:00,False,ERP_MDM,2025-01-01 00:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0004,WH-BLR-04,10,169,172,83,127.01,AED,2025-08-10 00:00:00,,True,ERP_MDM,2025-08-10 02:22:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-LKO-01,13,140,133,88,25.51,SGD,2025-01-01 00:00:00,2025-08-22 00:00:00,False,ERP_MDM,2025-01-01 01:17:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-LKO-01,15,123,297,101,27.31,SGD,2025-08-23 00:00:00,,True,ERP_MDM,2025-08-23 01:20:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-DEL-02,14,97,194,42,25.51,SGD,2025-01-01 00:00:00,07-09-2025,False,ERP_MDM,2025-01-01 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-DEL-02,18,153,208,72,28.53,SGD,2025-07-10 00:00:00,,True,ERP_MDM,2025-07-10 00:48:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-MUM-03,12,93,154,46,25.51,SGD,2025-01-01 00:00:00,2025-06-14 00:00:00,False,ERP_MDM,2025-01-01 00:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0005,WH-MUM-03,17,216,219,119,29.12,SGD,2025-06-15 00:00:00,,True,ERP_MDM,2025-06-15 02:52:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0006,WH-LKO-01,13,119,179,84,66.64,AED,2025-01-01 00:00:00,2025-06-12 00:00:00,False,ERP_MDM,2025-01-01 01:57:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0006,WH-LKO-01,15,154,167,84,74.25,AED,2025-06-13 00:00:00,,True,ERP_MDM,2025-06-13 01:53:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-LKO-01,14,101,148,58,13.06,SGD,2025-01-01 00:00:00,2025-07-18 00:00:00,False,ERP_MDM,2025-01-01 02:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-LKO-01,12,164,275,87,14.81,SGD,2025-07-19 00:00:00,,True,ERP_MDM,2025-07-19 01:44:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-DEL-02,14,115,143,87,13.06,SGD,2025-01-01 00:00:00,2025-06-15 00:00:00,False,ERP_MDM,2025-01-01 00:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-DEL-02,15,219,189,90,14.97,SGD,2025-06-16 00:00:00,,True,ERP_MDM,2025-06-16 01:04:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-BLR-04,11,106,155,53,13.06,SGD,2025-01-01 00:00:00,2025-07-09 00:00:00,False,ERP_MDM,2025-01-01 02:41:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0007,WH-BLR-04,11,131,160,84,14.04,SGD,2025-07-10 00:00:00,,True,ERP_MDM,2025-07-10 02:21:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-LKO-01,10,123,135,55,70.45,SGD,2025-01-01 00:00:00,2025-08-01 00:00:00,False,ERP_MDM,2025-01-01 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-LKO-01,14,208,197,98,73.99,SGD,2025-08-02 00:00:00,,True,ERP_MDM,2025-08-02 00:15:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-DEL-02,9,136,173,73,70.45,SGD,2025-01-01 00:00:00,2025-07-21 00:00:00,False,ERP_MDM,2025-01-01 02:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-DEL-02,14,157,218,78,79.42,SGD,2025-07-22 00:00:00,,True,ERP_MDM,2025-07-22 00:50:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-MUM-03,8,120,185,51,70.45,SGD,2025-01-01 00:00:00,2025-07-26T00:00:00Z,False,ERP_MDM,2025-01-01 00:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-MUM-03,14,193,230,76,77.77,SGD,2025-07-27 00:00:00,,True,ERP_MDM,2025-07-27 02:24:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-BLR-04,13,128,133,44,70.45,SGD,2025-01-01 00:00:00,2025-06-10 00:00:00,False,ERP_MDM,2025-01-01 00:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0008,WH-BLR-04,12,198,207,118,78.11,SGD,2025-06-11 00:00:00,,True,ERP_MDM,2025-06-11 01:12:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-LKO-01,11,95,132,45,89.67,EUR,2025-01-01 00:00:00,2025-08-15 00:00:00,False,ERP_MDM,2025-01-01 02:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-LKO-01,15,143,269,103,94.44,EUR,2025-08-16 00:00:00,,True,ERP_MDM,2025-08-16 02:16:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-DEL-02,12,87,184,83,89.67,EUR,2025-01-01 00:00:00,2025-07-19 00:00:00,False,ERP_MDM,2025-01-01 01:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-DEL-02,18,208,287,63,96.57,EUR,2025-07-20 00:00:00,,True,ERP_MDM,2025-07-20 00:51:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-MUM-03,13,83,173,53,89.67,EUR,2025-01-01 00:00:00,2025-08-15 00:00:00,False,ERP_MDM,2025-01-01 00:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-MUM-03,16,180,208,92,101.48,EUR,2025-08-16 00:00:00,,True,ERP_MDM,2025-08-16 02:08:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-BLR-04,11,87,168,62,89.67,EUR,2025-01-01 00:00:00,2025-07-23 00:00:00,False,ERP_MDM,2025-01-01 00:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0009,WH-BLR-04,11,171,284,116,94.7,EUR,2025-07-24 00:00:00,,True,ERP_MDM,2025-07-24 02:03:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-LKO-01,11,98,195,45,105.68,USD,2025-01-01 00:00:00,2025-07-04 00:00:00,False,ERP_MDM,2025-01-01 01:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-LKO-01,14,206,171,85,116.69,USD,2025-07-05 00:00:00,,True,ERP_MDM,2025-07-05 00:27:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0010,WH-DEL-02,13,120,126,49,105.68,USD,2025-01-01 00:00:00,2025-07-19 00:00:00,False,ERP_MDM,2025-01-01 00:59:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
sup-004,SKU-0010,WH-DEL-02,15,146,256,91,112.69,USD,2025-07-20 00:00:00,,True,ERP_MDM,2025-07-20 02:35:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-MUM-03,11,86,171,86,105.68,USD,2025-01-01 00:00:00,2025-08-06 00:00:00,False,ERP_MDM,2025-01-01 02:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-MUM-03,15,195,272,89,110.17,USD,2025-08-07 00:00:00,,True,ERP_MDM,2025-08-07 00:29:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-BLR-04,14,113,147,48,105.68,USD,2025-01-01 00:00:00,2025-08-04 00:00:00,False,ERP_MDM,2025-01-01 01:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-006,SKU-0010,WH-BLR-04,11,199,204,104,110.76,USD,2025-08-05 00:00:00,,True,ERP_MDM,2025-08-05 01:52:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0011,WH-LKO-01,13,88,204,73,108.3,AED,2025-01-01 00:00:00,2025-08-03 00:00:00,False,ERP_MDM,2025-01-01 01:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0011,WH-LKO-01,17,120,227,68,118.05,AED,2025-08-04 00:00:00,,True,ERP_MDM,2025-08-04 00:55:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0011,WH-DEL-02,13,129,205,61,108.3,AED,2025-01-01 00:00:00,2025-06-11 00:00:00,False,ERP_MDM,2025-01-01 00:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0011,WH-DEL-02,12,169,235,71,118.21,AED,2025-06-12 00:00:00,,True,ERP_MDM,2025-06-12 02:29:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0011,WH-BLR-04,14,121,188,55,108.3,AED,2025-01-01 00:00:00,2025-08-15 00:00:00,False,ERP_MDM,2025-01-01 02:01:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0011,WH-BLR-04,14,189,169,96,117.04,AED,2025-08-16 00:00:00,,True,ERP_MDM,2025-08-16 00:41:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-LKO-01,11,84,150,73,29.64,EUR,2025-01-01 00:00:00,2025-07-24 00:00:00,False,ERP_MDM,2025-01-01 00:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-LKO-01,14,130,283,61,31.56,EUR,2025-07-25 00:00:00,,True,ERP_MDM,2025-07-25 02:59:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-DEL-02,14,92,157,67,29.64,EUR,2025-01-01 00:00:00,2025-07-25 00:00:00,False,ERP_MDM,2025-01-01 02:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-DEL-02,14,203,213,115,33.26,EUR,2025-07-26 00:00:00,,True,ERP_MDM,2025-07-26 02:35:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-MUM-03,10,121,153,46,29.64,EUR,2025-01-01 00:00:00,2025-06-12 00:00:00,False,ERP_MDM,2025-01-01 02:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-MUM-03,14,175,196,111,32.11,EUR,2025-06-13 00:00:00,,True,ERP_MDM,2025-06-13 00:05:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-BLR-04,8,105,153,54,29.64,EUR,2025-01-01 00:00:00,2025-07-28 00:00:00,False,ERP_MDM,2025-01-01 01:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0012,WH-BLR-04,12,154,222,62,31.31,EUR,2025-07-29 00:00:00,,True,ERP_MDM,2025-07-30 01:29:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0013,WH-LKO-01,14,97,126,67,31.0,SGD,2025-01-01 00:00:00,2025-08-05 00:00:00,False,ERP_MDM,2025-01-01 02:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0013,WH-LKO-01,10,171,251,61,34.01,SGD,2025-08-06 00:00:00,,True,ERP_MDM,2025-08-06 00:43:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-001,SKU-0013,WH-DEL-02,13,91,175,84,31.0,SGD,2025-01-01 00:00:00,2025-07-16 00:00:00,False,ERP_MDM,2025-01-01 00:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-001,SKU-0013,WH-DEL-02,17,209,199,111,32.48,SGD,2025-07-17 00:00:00,,True,ERP_MDM,2025-07-17 01:23:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-001,SKU-0013,WH-MUM-03,8,129,216,81,31.0,SGD,2025-01-01 00:00:00,2025-06-30 00:00:00,False,ERP_MDM,2025-01-01 00:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-001,SKU-0013,WH-MUM-03,16,176,189,68,33.26,SGD,2025-07-01 00:00:00,,True,ERP_MDM,2025-07-01 01:05:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0013,WH-BLR-04,13,108,164,89,31.0,SGD,01-01-2025,2025-08-09 00:00:00,False,ERP_MDM,2025-01-01 00:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0013,WH-BLR-04,11,208,265,80,34.06,SGD,2025-08-10 00:00:00,,True,ERP_MDM,2025-08-10 02:12:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0014,WH-LKO-01,14,104,165,85,106.49,SGD,2025-01-01 00:00:00,2025-08-02 00:00:00,False,ERP_MDM,2025-01-01 01:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0014,WH-LKO-01,15,205,179,60,122.16,SGD,2025-08-03 00:00:00,,True,ERP_MDM,2025-08-03 01:29:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0014,WH-DEL-02,9,106,165,45,106.49,SGD,2025-01-01 00:00:00,2025-08-11 00:00:00,False,ERP_MDM,2025-01-01 01:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0014,WH-DEL-02,10,120,175,88,117.26,SGD,2025-08-12 00:00:00,,True,ERP_MDM,2025-08-12 01:54:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-LKO-01,9,136,134,89,55.86,SGD,2025-01-01 00:00:00,24/06/2025,False,ERP_MDM,2025-01-01 01:36:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-LKO-01,15,200,300,87,62.6,SGD,2025-06-25 00:00:00,,True,ERP_MDM,2025-06-25 01:21:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0015,WH-DEL-02,7,88,136,66,55.86,SGD,2025-01-01 00:00:00,2025-07-12 00:00:00,False,ERP_MDM,2025-01-01 02:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-008,SKU-0015,WH-DEL-02,13,193,266,103,61.99,SGD,2025-07-13 00:00:00,,True,ERP_MDM,2025-07-13 01:22:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-MUM-03,13,82,140,68,55.86,SGD,2025-01-01 00:00:00,2025-07-18 00:00:00,False,ERP_MDM,2025-01-01 01:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-MUM-03,15,175,250,111,61.99,SGD,2025-07-19 00:00:00,,True,ERP_MDM,2025-07-19 02:31:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-BLR-04,13,114,145,63,55.86,SGD,2025-01-01 00:00:00,2025-08-03 00:00:00,False,ERP_MDM,2025-01-01 00:20:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0015,WH-BLR-04,17,138,167,77,61.79,SGD,2025-08-04 00:00:00,,True,ERP_MDM,2025-08-04 01:41:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-LKO-01,10,102,157,63,83.41,SGD,2025-01-01 00:00:00,2025-06-22 00:00:00,False,ERP_MDM,2025-01-01 02:47:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-LKO-01,17,146,227,61,93.1,SGD,2025-06-23 00:00:00,,True,ERP_MDM,2025-06-25 00:45:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-DEL-02,8,104,197,64,83.41,SGD,2025-01-01 00:00:00,2025-07-21 00:00:00,False,ERP_MDM,2025-01-02 00:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-DEL-02,12,219,183,81,87.02,SGD,2025-07-22 00:00:00,,True,ERP_MDM,2025-07-22 00:53:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-MUM-03,9,133,196,44,83.41,SGD,2025-01-01 00:00:00,2025-07-16 00:00:00,False,ERP_MDM,2025-01-01 00:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-003,SKU-0016,WH-MUM-03,17,195,211,74,89.12,SGD,2025-07-17 00:00:00,,True,ERP_MDM,2025-07-17 02:54:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0016,WH-BLR-04,10,122,128,77,83.41,SGD,2025-01-01 00:00:00,2025-06-20 00:00:00,False,ERP_MDM,2025-01-01 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-004,SKU-0016,WH-BLR-04,16,135,194,73,94.81,SGD,2025-06-21 00:00:00,,True,ERP_MDM,2025-06-21 02:04:00,2026-08-05 02:59:59,BATCH_202506_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0017,WH-LKO-01,10,132,122,68,129.94,AED,2025-01-01 00:00:00,2025-08-09 00:00:00,False,ERP_MDM,2025-01-01 00:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0017,WH-LKO-01,14,136,180,101,141.67,AED,2025-08-10 00:00:00,,True,ERP_MDM,2025-08-10 01:17:00,2026-08-05 02:59:59,BATCH_202508_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0017,WH-DEL-02,9,138,135,45,129.94,AED,2025-01-01 00:00:00,07-26-2025,False,ERP_MDM,2025-01-01 00:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_SKU_SUPPLIER_POLICY_SCD
SUP-005,SKU-0017,WH-DEL-02,15,163,199,116,139.85,AED,2025-07-27 00:00:00,,True,ERP_MDM,2025-07-27 02:28:00,2026-08-05 02:59:59,BATCH_202507_RAW_SKU_SUPPLIER_POLICY_SCD
