movement_id_raw,movement_timestamp_raw,sku_id_raw,from_warehouse_id_raw,to_warehouse_id_raw,movement_type_raw,quantity_raw,reference_id_raw,transfer_id_raw,source_system,record_updated_at,ingestion_timestamp,batch_id
MOV-00000022,2025-01-01 00:00:00,SKU-0008,,WH-MUM-03,OPENING_BALANCE,269,,,BLUEYONDER_WMS,2025-01-01 01:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000023,2025-01-01 00:00:00,SKU-0008,,WH-BLR-04,OPENING_BALANCE,306,,,BLUEYONDER_WMS,2025-01-01 02:25:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000024,2025-01-01 00:00:00,SKU-0009,,WH-LKO-01,OPENING_BALANCE,496,,,BLUEYONDER_WMS,2025-01-01 00:49:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000025,2025-01-01 00:00:00,SKU-0009,,WH-DEL-02,OPENING_BALANCE,490,,,BLUEYONDER_WMS,2025-01-01 02:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000026,2025-01-01 00:00:00,SKU-0009,,WH-MUM-03,OPENING_BALANCE,542,,,BLUEYONDER_WMS,2025-01-04 00:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000027,2025-01-01 00:00:00,SKU-0009,,WH-BLR-04,OPENING_BALANCE,300,,,BLUEYONDER_WMS,2025-01-01 00:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000028,2025-01-01 00:00:00,SKU-0010,,WH-LKO-01,OPENING_BALANCE,240,,,BLUEYONDER_WMS,2025-01-01 02:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000029,2025-01-01 00:00:00,SKU-0010,,WH-DEL-02,OPENING_BALANCE,548,,,BLUEYONDER_WMS,2025-01-01 02:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000030,2025-01-01 00:00:00,SKU-0010,,WH-MUM-03,OPENING_BALANCE,547,,,BLUEYONDER_WMS,2025-01-01 01:39:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000031,2025-01-01 00:00:00,SKU-0010,,WH-BLR-04,OPENING_BALANCE,268,,,BLUEYONDER_WMS,2025-01-01 01:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000032,2025-01-01 00:00:00,SKU-0011,,WH-LKO-01,OPENING_BALANCE,638,,,BLUEYONDER_WMS,2025-01-01 01:52:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000033,2025-01-01 00:00:00,SKU-0011,,WH-DEL-02,OPENING_BALANCE,232,,,BLUEYONDER_WMS,2025-01-01 02:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000034,2025-01-01 00:00:00,SKU-0011,,WH-BLR-04,OPENING_BALANCE,461,,,BLUEYONDER_WMS,2025-01-01 02:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000035,2025-01-01 00:00:00,SKU-0012,,WH-LKO-01,OPENING_BALANCE,401,,,BLUEYONDER_WMS,2025-01-01 00:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000036,2025-01-01 00:00:00,SKU-0012,,WH-DEL-02,OPENING_BALANCE,381,,,BLUEYONDER_WMS,2025-01-01 01:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000037,2025-01-01 00:00:00,SKU-0012,,WH-MUM-03,OPENING_BALANCE,640,,,BLUEYONDER_WMS,2025-01-06 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000038,2025-01-01 00:00:00,SKU-0012,,WH-BLR-04,OPENING_BALANCE,255,,,BLUEYONDER_WMS,2025-01-01 00:11:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000039,2025-01-01 00:00:00,SKU-0013,,WH-LKO-01,OPENING_BALANCE,272,,,BLUEYONDER_WMS,2025-01-01 01:06:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000040,2025-01-01 00:00:00,SKU-0013,,WH-DEL-02,OPENING_BALANCE,335,,,BLUEYONDER_WMS,2025-01-01 00:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000041,2025-01-01 00:00:00,SKU-0013,,WH-MUM-03,OPENING_BALANCE,314,,,BLUEYONDER_WMS,2025-01-01 02:22:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000042,2025-01-01 00:00:00,SKU-0013,,WH-BLR-04,OPENING_BALANCE,233,,,BLUEYONDER_WMS,2025-01-01 01:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000043,2025-01-01 00:00:00,SKU-0014,,WH-LKO-01,OPENING_BALANCE,494,,,BLUEYONDER_WMS,2025-01-01 01:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000044,1735669800,SKU-0014,,WH-DEL-02,OPENING_BALANCE,340,,,BLUEYONDER_WMS,2025-01-01 02:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000045,2025-01-01 00:00:00,SKU-0015,,WH-LKO-01,OPENING_BALANCE,290,,,BLUEYONDER_WMS,2025-01-01 01:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000046,2025-01-01 00:00:00,SKU-0015,,WH-DEL-02,OPENING_BALANCE,593,,,BLUEYONDER_WMS,2025-01-01 00:56:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000047,2025-01-01 00:00:00,SKU-0015,,WH-MUM-03,OPENING_BALANCE,328,,,BLUEYONDER_WMS,2025-01-01 00:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000048,2025-01-01 00:00:00,SKU-0015,,WH-BLR-04,OPENING_BALANCE,605,,,BLUEYONDER_WMS,2025-01-01 01:42:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000049,2025-01-01 00:00:00,SKU-0016,,WH-LKO-01,OPENING_BALANCE,270,,,BLUEYONDER_WMS,2025-01-01 00:13:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000050,2025-01-01 00:00:00,SKU-0016,,WH-DEL-02,OPENING_BALANCE,551,,,BLUEYONDER_WMS,2025-01-01 01:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000051,2025-01-01 00:00:00,SKU-0016,,WH-MUM-03,OPENING_BALANCE,297,,,BLUEYONDER_WMS,2025-01-04 02:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000052,2025-01-01 00:00:00,SKU-0016,,WH-BLR-04,OPENING_BALANCE,211,,,BLUEYONDER_WMS,2025-01-01 01:19:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000053,2025-01-01 00:00:00,SKU-0017,,WH-LKO-01,OPENING_BALANCE,438,,,BLUEYONDER_WMS,2025-01-01 01:21:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000054,2025-01-01 00:00:00,SKU-0017,,WH-DEL-02,OPENING_BALANCE,466,,,BLUEYONDER_WMS,2025-01-01 01:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000055,2025-01-01 00:00:00,SKU-0017,,WH-MUM-03,OPENING_BALANCE,525,,,BLUEYONDER_WMS,2025-01-01 01:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000056,2025-01-01 00:00:00,SKU-0018,,WH-LKO-01,OPENING_BALANCE,388,,,BLUEYONDER_WMS,2025-01-01 00:35:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000057,2025-01-01 00:00:00,SKU-0018,,WH-DEL-02,OPENING_BALANCE,380,,,BLUEYONDER_WMS,2025-01-03 02:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000058,2025-01-01 00:00:00,SKU-0018,,WH-MUM-03,OPENING_BALANCE,485,,,BLUEYONDER_WMS,2025-01-02 00:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000059,2025-01-01 00:00:00,SKU-0018,,WH-BLR-04,OPENING_BALANCE,357,,,BLUEYONDER_WMS,2025-01-01 02:28:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000060,2025-01-01 00:00:00,SKU-0019,,WH-LKO-01,OPENING_BALANCE,192,,,BLUEYONDER_WMS,2025-01-01 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000061,2025-01-01 00:00:00,SKU-0019,,WH-MUM-03,OPENING_BALANCE,248,,,BLUEYONDER_WMS,2025-01-01 02:05:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000062,2025-01-01 00:00:00,SKU-0019,,WH-BLR-04,OPENING_BALANCE,648,,,BLUEYONDER_WMS,2025-01-01 02:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000063,2025-01-01 00:00:00,SKU-0020,,WH-LKO-01,OPENING_BALANCE,368,,,BLUEYONDER_WMS,2025-01-01 00:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000064,2025-01-01 00:00:00,SKU-0020,,WH-DEL-02,OPENING_BALANCE,447,,,BLUEYONDER_WMS,2025-01-01 01:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000065,2025-01-01 00:00:00,SKU-0020,,WH-MUM-03,OPENING_BALANCE,534,,,BLUEYONDER_WMS,2025-01-01 01:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000066,2025-01-01 00:00:00,SKU-0020,,WH-BLR-04,OPENING_BALANCE,610,,,BLUEYONDER_WMS,2025-01-01 02:48:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000067,2025-01-01 00:00:00,SKU-0021,,WH-LKO-01,OPENING_BALANCE,358,,,BLUEYONDER_WMS,2025-01-01 02:08:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000068,2025-01-01 00:00:00,SKU-0021,,WH-DEL-02,OPENING_BALANCE,418,,,BLUEYONDER_WMS,2025-01-01 01:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000069,2025-01-01 00:00:00,SKU-0021,,WH-BLR-04,OPENING_BALANCE,251,,,BLUEYONDER_WMS,2025-01-01 02:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000070,2025-01-01 00:00:00,SKU-0022,,WH-LKO-01,OPENING_BALANCE,378,,,BLUEYONDER_WMS,2025-01-01 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000071,2025-01-01 00:00:00,SKU-0022,,WH-DEL-02,OPENING_BALANCE,534,,,BLUEYONDER_WMS,2025-01-01 02:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000072,2025-01-01 00:00:00,SKU-0022,,WH-MUM-03,OPENING_BALANCE,531,,,BLUEYONDER_WMS,2025-01-01 00:27:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000073,2025-01-01 00:00:00,SKU-0023,,WH-LKO-01,OPENING_BALANCE,381,,,BLUEYONDER_WMS,2025-01-01 01:50:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000074,2025-01-01 00:00:00,SKU-0023,,WH-BLR-04,OPENING_BALANCE,322,,,BLUEYONDER_WMS,2025-01-01 00:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000075,2025-01-01 00:00:00,SKU-0024,,WH-LKO-01,OPENING_BALANCE,258,,,BLUEYONDER_WMS,2025-01-01 00:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000076,2025-01-01 00:00:00,SKU-0024,,WH-DEL-02,OPENING_BALANCE,583,,,BLUEYONDER_WMS,2025-01-01 01:00:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000077,2025-01-01 00:00:00,SKU-0024,,WH-MUM-03,OPENING_BALANCE,588,,,BLUEYONDER_WMS,2025-01-01 00:29:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000078,2025-01-01 00:00:00,SKU-0024,,WH-BLR-04,OPENING_BALANCE,489,,,BLUEYONDER_WMS,2025-01-01 00:38:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000079,2025-01-01 00:00:00,SKU-0025,,WH-LKO-01,OPENING_BALANCE,628,,,BLUEYONDER_WMS,2025-01-01 00:26:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000080,2025-01-01 00:00:00,SKU-0025,,WH-DEL-02,OPENING_BALANCE,374,,,BLUEYONDER_WMS,2025-01-01 02:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000081,2025-01-01 00:00:00,SKU-0025,N/A,WH-MUM-03,OPENING_BALANCE,195,,,BLUEYONDER_WMS,2025-01-01 00:40:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000082,2025-01-01 00:00:00,SKU-0026,,WH-LKO-01,OPENING_BALANCE,215,,,BLUEYONDER_WMS,2025-01-01 00:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000083,2025-01-01 00:00:00,SKU-0026,,WH-DEL-02,OPENING_BALANCE,392,,,BLUEYONDER_WMS,2025-01-01 01:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000084,2025-01-01 00:00:00,SKU-0026,,WH-MUM-03,OPENING_BALANCE,310,,,BLUEYONDER_WMS,2025-01-01 01:04:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000085,2025-01-01 00:00:00,SKU-0026,,WH-BLR-04,OPENING_BALANCE,254,,,BLUEYONDER_WMS,2025-01-01 01:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000086,2025-01-01 00:00:00,SKU-0027,,WH-LKO-01,OPENING_BALANCE,627,,,BLUEYONDER_WMS,2025-01-01 00:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000087,2025-01-01 00:00:00,SKU-0027,,WH-DEL-02,OPENING_BALANCE,248,,,BLUEYONDER_WMS,2025-01-01 02:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000088,2025-01-01 00:00:00,SKU-0027,,WH-MUM-03,OPENING_BALANCE,337,,,BLUEYONDER_WMS,2025-01-01 02:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000089,2025-01-01 00:00:00,SKU-0027,,WH-BLR-04,OPENING_BALANCE,234,,,BLUEYONDER_WMS,2025-01-01 02:09:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000090,2025-01-01 00:00:00,SKU-0028,,WH-LKO-01,OPENING_BALANCE,447,,,BLUEYONDER_WMS,2025-01-01 00:16:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000091,2025-01-01 00:00:00,SKU-0028,,WH-DEL-02,OPENING_BALANCE,413,,,BLUEYONDER_WMS,2025-01-01 01:44:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000092,2025-01-01 00:00:00,SKU-0028,,WH-MUM-03,OPENING_BALANCE,629,,,BLUEYONDER_WMS,2025-01-01 02:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000093,2025-01-01 00:00:00,SKU-0028,,WH-BLR-04,OPENING_BALANCE,357,,,BLUEYONDER_WMS,2025-01-01 01:34:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000094,2025-01-01 00:00:00,SKU-0029,,WH-LKO-01,OPENING_BALANCE,370,,,BLUEYONDER_WMS,2025-01-01 00:10:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000095,2025-01-01 00:00:00,SKU-0029,,WH-DEL-02,OPENING_BALANCE,584,,,BLUEYONDER_WMS,2025-01-01 01:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000096,2025-01-01 00:00:00,SKU-0029,,WH-MUM-03,OPENING_BALANCE,241,,,BLUEYONDER_WMS,2025-01-01 01:31:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000097,2025-01-01 00:00:00,SKU-0030,,WH-LKO-01,OPENING_BALANCE,284,,,BLUEYONDER_WMS,2025-01-01 02:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000098,2025-01-01 00:00:00,SKU-0030,,WH-DEL-02,OPENING_BALANCE,525,,,BLUEYONDER_WMS,2025-01-01 00:51:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000099,2025-01-01 00:00:00,SKU-0030,,WH-MUM-03,OPENING_BALANCE,219,,,BLUEYONDER_WMS,2025-01-01 00:52:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000100,2025-01-01 00:00:00,SKU-0030,,WH-BLR-04,OPENING_BALANCE,300,,,BLUEYONDER_WMS,2025-01-01 02:58:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000101,2025-01-01 00:00:00,SKU-0031,,WH-DEL-02,OPENING_BALANCE,590,,,BLUEYONDER_WMS,2025-01-01 00:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000102,2025-01-01 00:00:00,SKU-0031,,WH-MUM-03,OPENING_BALANCE,253,,,BLUEYONDER_WMS,2025-01-01 00:24:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000103,2025-01-01 00:00:00,SKU-0032,,WH-LKO-01,OPENING_BALANCE,484,,,BLUEYONDER_WMS,2025-01-01 00:15:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000104,2025-01-01 00:00:00,SKU-0032,,WH-DEL-02,OPENING_BALANCE,286,,,BLUEYONDER_WMS,2025-01-01 01:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000105,2025-01-01 00:00:00,SKU-0032,,WH-MUM-03,OPENING_BALANCE,235,,,BLUEYONDER_WMS,2025-01-01 02:14:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000106,01-01-2025,SKU-0032,,WH-BLR-04,OPENING_BALANCE,381,,,BLUEYONDER_WMS,2025-01-01 00:43:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000107,2025-01-01 00:00:00,SKU-0033,,WH-LKO-01,OPENING_BALANCE,479,,,BLUEYONDER_WMS,2025-01-01 00:12:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000108,45658,SKU-0033,,WH-DEL-02,OPENING_BALANCE,400,,,BLUEYONDER_WMS,2025-01-01 00:54:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000109,2025-01-01 00:00:00,SKU-0033,,WH-MUM-03,OPENING_BALANCE,292,,,BLUEYONDER_WMS,2025-01-03 01:45:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000110,2025-01-01 00:00:00,SKU-0033,,WH-BLR-04,OPENING_BALANCE,648,,,BLUEYONDER_WMS,2025-01-01 02:33:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000111,2025-01-01 00:00:00,SKU-0034,,WH-LKO-01,OPENING_BALANCE,241,,,BLUEYONDER_WMS,2025-01-01 00:32:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000112,2025-01-01 00:00:00,SKU-0034,,WH-DEL-02,OPENING_BALANCE,256,,,BLUEYONDER_WMS,2025-01-01 01:07:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000113,2025-01-01 00:00:00,SKU-0034,,WH-MUM-03,OPENING_BALANCE,608,,,BLUEYONDER_WMS,2025-01-01 00:23:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000114,2025-01-01 00:00:00,SKU-0034,,WH-BLR-04,OPENING_BALANCE,361,,,BLUEYONDER_WMS,2025-01-01 00:46:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
MOV-00000115,2025-01-01 00:00:00,SKU-0035,,WH-LKO-01,OPENING_BALANCE,247,,,BLUEYONDER_WMS,2025-01-01 00:03:00,2026-08-05 02:59:59,BATCH_202501_RAW_INVENTORY_MOVEMENTS
